date,state,daily
2021-06-15,Sabah,17148
2021-06-15,Sarawak,47677
2021-06-15,Selangor,34955
2021-06-15,Terengganu,6317
2021-06-15,W.P. Kuala Lumpur,28884
2021-06-15,W.P. Labuan,952
2021-06-15,W.P. Putrajaya,1557
2021-06-16,Johor,17338
2021-06-16,Kedah,4880
2021-06-16,Kelantan,12541
2021-06-16,Melaka,5174
2021-06-16,Negeri Sembilan,6638
2021-06-16,Pahang,5627
2021-06-16,Perak,2484
2021-06-16,Perlis,2634
2021-06-16,Pulau Pinang,10010
2021-06-16,Sabah,18284
2021-06-16,Sarawak,54160
2021-06-16,Selangor,36718
2021-06-16,Terengganu,5542
2021-06-16,W.P. Kuala Lumpur,28738
2021-06-16,W.P. Labuan,1179
2021-06-16,W.P. Putrajaya,1206
2021-06-17,Johor,20529
2021-06-17,Kedah,8938
2021-06-17,Kelantan,11658
2021-06-17,Melaka,6146
2021-06-17,Negeri Sembilan,6654
2021-06-17,Pahang,3961
2021-06-17,Perak,10513
2021-06-17,Perlis,3002
2021-06-17,Pulau Pinang,11145
2021-06-17,Sabah,16798
2021-06-17,Sarawak,53651
2021-06-17,Selangor,36541
2021-06-17,Terengganu,5376
2021-06-17,W.P. Kuala Lumpur,29073
2021-06-17,W.P. Labuan,2531
2021-06-17,W.P. Putrajaya,1495
2021-06-18,Johor,9104
2021-06-18,Kedah,2787
2021-06-18,Kelantan,448
2021-06-18,Melaka,6563
2021-06-18,Negeri Sembilan,6245
2021-06-18,Pahang,3835
2021-06-18,Perak,11228
2021-06-18,Perlis,1996
2021-06-18,Pulau Pinang,10334
2021-06-18,Sabah,16153
2021-06-18,Sarawak,51039
2021-06-18,Selangor,33674
2021-06-18,Terengganu,0
2021-06-18,W.P. Kuala Lumpur,27276
2021-06-18,W.P. Labuan,2355
2021-06-18,W.P. Putrajaya,1633
2021-06-19,Johor,18710
2021-06-19,Kedah,3374
2021-06-19,Kelantan,555
2021-06-19,Melaka,5979
2021-06-19,Negeri Sembilan,2099
2021-06-19,Pahang,2132
2021-06-19,Perak,9313
2021-06-19,Perlis,1873
2021-06-19,Pulau Pinang,7755
2021-06-19,Sabah,16301
2021-06-19,Sarawak,50640
2021-06-19,Selangor,24353
2021-06-19,Terengganu,610
2021-06-19,W.P. Kuala Lumpur,24722
2021-06-19,W.P. Labuan,2361
2021-06-19,W.P. Putrajaya,0
2021-06-20,Johor,13774
2021-06-20,Kedah,2520
2021-06-20,Kelantan,8463
2021-06-20,Melaka,2
2021-06-20,Negeri Sembilan,1003
2021-06-20,Pahang,1263
2021-06-20,Perak,8331
2021-06-20,Perlis,2153
2021-06-20,Pulau Pinang,2097
2021-06-20,Sabah,7566
2021-06-20,Sarawak,46814
2021-06-20,Selangor,16753
2021-06-20,Terengganu,5409
2021-06-20,W.P. Kuala Lumpur,27366
2021-06-20,W.P. Labuan,1772
2021-06-20,W.P. Putrajaya,0
2021-06-21,Johor,16858
2021-06-21,Kedah,10407
2021-06-21,Kelantan,9936
2021-06-21,Melaka,6424
2021-06-21,Negeri Sembilan,6527
2021-06-21,Pahang,7762
2021-06-21,Perak,10892
2021-06-21,Perlis,3790
2021-06-21,Pulau Pinang,12984
2021-06-21,Sabah,10218
2021-06-21,Sarawak,64652
2021-06-21,Selangor,35425
2021-06-21,Terengganu,6174
2021-06-21,W.P. Kuala Lumpur,38096
2021-06-21,W.P. Labuan,2649
2021-06-21,W.P. Putrajaya,1596
2021-06-22,Johor,17292
2021-06-22,Kedah,11222
2021-06-22,Kelantan,11118
2021-06-22,Melaka,6870
2021-06-22,Negeri Sembilan,8986
2021-06-22,Pahang,9177
2021-06-22,Perak,11658
2021-06-22,Perlis,3748
2021-06-22,Pulau Pinang,13994
2021-06-22,Sabah,11228
2021-06-22,Sarawak,59853
2021-06-22,Selangor,41351
2021-06-22,Terengganu,6957
2021-06-22,W.P. Kuala Lumpur,40520
2021-06-22,W.P. Labuan,3053
2021-06-22,W.P. Putrajaya,1754
2021-06-23,Johor,18145
2021-06-23,Kedah,11625
2021-06-23,Kelantan,11069
2021-06-23,Melaka,7182
2021-06-23,Negeri Sembilan,8938
2021-06-23,Pahang,8915
2021-06-23,Perak,11289
2021-06-23,Perlis,3731
2021-06-23,Pulau Pinang,14228
2021-06-23,Sabah,13676
2021-06-23,Sarawak,60594
2021-06-23,Selangor,43161
2021-06-23,Terengganu,7385
2021-06-23,W.P. Kuala Lumpur,39225
2021-06-23,W.P. Labuan,2744
2021-06-23,W.P. Putrajaya,1750
2021-06-24,Johor,17688
2021-06-24,Kedah,12439
2021-06-24,Kelantan,10629
2021-06-24,Melaka,8327
2021-06-24,Negeri Sembilan,9533
2021-06-24,Pahang,8967
2021-06-24,Perak,13281
2021-06-24,Perlis,3211
2021-06-24,Pulau Pinang,14397
2021-06-24,Sabah,15270
2021-06-24,Sarawak,65511
2021-06-24,Selangor,46455
2021-06-24,Terengganu,6592
2021-06-24,W.P. Kuala Lumpur,39378
2021-06-24,W.P. Labuan,2707
2021-06-24,W.P. Putrajaya,1931
2021-06-25,Johor,9028
2021-06-25,Kedah,4477
2021-06-25,Kelantan,748
2021-06-25,Melaka,9129
2021-06-25,Negeri Sembilan,8001
2021-06-25,Pahang,7036
2021-06-25,Perak,10238
2021-06-25,Perlis,2555
2021-06-25,Pulau Pinang,14079
2021-06-25,Sabah,15993
2021-06-25,Sarawak,57752
2021-06-25,Selangor,44261
2021-06-25,Terengganu,93
2021-06-25,W.P. Kuala Lumpur,34041
2021-06-25,W.P. Labuan,2396
2021-06-25,W.P. Putrajaya,1751
2021-06-26,Johor,15423
2021-06-26,Kedah,3324
2021-06-26,Kelantan,1571
2021-06-26,Melaka,7774
2021-06-26,Negeri Sembilan,2287
2021-06-26,Pahang,6102
2021-06-26,Perak,7008
2021-06-26,Perlis,1255
2021-06-26,Pulau Pinang,10833
2021-06-26,Sabah,15359
2021-06-26,Sarawak,55068
2021-06-26,Selangor,37393
2021-06-26,Terengganu,6641
2021-06-26,W.P. Kuala Lumpur,24445
2021-06-26,W.P. Labuan,2012
2021-06-26,W.P. Putrajaya,25
2021-06-27,Johor,14147
2021-06-27,Kedah,10879
2021-06-27,Kelantan,8924
2021-06-27,Melaka,599
2021-06-27,Negeri Sembilan,2130
2021-06-27,Pahang,4435
2021-06-27,Perak,7402
2021-06-27,Perlis,2198
2021-06-27,Pulau Pinang,3010
2021-06-27,Sabah,10506
2021-06-27,Sarawak,51145
2021-06-27,Selangor,28626
2021-06-27,Terengganu,7057
2021-06-27,W.P. Kuala Lumpur,24636
2021-06-27,W.P. Labuan,1383
2021-06-27,W.P. Putrajaya,13
2021-06-28,Johor,8646
2021-06-28,Kedah,7976
2021-06-28,Kelantan,6283
2021-06-28,Melaka,3064
2021-06-28,Negeri Sembilan,7745
2021-06-28,Pahang,7741
2021-06-28,Perak,7101
2021-06-28,Perlis,574
2021-06-28,Pulau Pinang,12366
2021-06-28,Sabah,10640
2021-06-28,Sarawak,53714
2021-06-28,Selangor,39428
2021-06-28,Terengganu,4839
2021-06-28,W.P. Kuala Lumpur,35183
2021-06-28,W.P. Labuan,2036
2021-06-28,W.P. Putrajaya,1265
2021-06-29,Johor,15292
2021-06-29,Kedah,9994
2021-06-29,Kelantan,9451
2021-06-29,Melaka,6521
2021-06-29,Negeri Sembilan,7696
2021-06-29,Pahang,10314
2021-06-29,Perak,8592
2021-06-29,Perlis,1160
2021-06-29,Pulau Pinang,15267
2021-06-29,Sabah,11303
2021-06-29,Sarawak,47970
2021-06-29,Selangor,49210
2021-06-29,Terengganu,4490
2021-06-29,W.P. Kuala Lumpur,41731
2021-06-29,W.P. Labuan,2453
2021-06-29,W.P. Putrajaya,1549
2021-06-30,Johor,18065
2021-06-30,Kedah,8439
2021-06-30,Kelantan,11633
2021-06-30,Melaka,8348
2021-06-30,Negeri Sembilan,9182
2021-06-30,Pahang,10817
2021-06-30,Perak,14488
2021-06-30,Perlis,1730
2021-06-30,Pulau Pinang,15476
2021-06-30,Sabah,11941
2021-06-30,Sarawak,46072
2021-06-30,Selangor,59007
2021-06-30,Terengganu,6065
2021-06-30,W.P. Kuala Lumpur,44056
2021-06-30,W.P. Labuan,2491
2021-06-30,W.P. Putrajaya,1722
2021-07-03,Johor,1206
2021-07-03,Kedah,858
2021-07-03,Kelantan,223
2021-07-03,Melaka,0
2021-07-03,Negeri Sembilan,0
2021-07-03,Pahang,656
2021-07-03,Perak,3
2021-07-03,Perlis,0
2021-07-03,Pulau Pinang,120
2021-07-03,Sabah,2363
2021-07-03,Sarawak,4312
2021-07-03,Selangor,354
2021-07-03,Terengganu,2343
2021-07-03,W.P. Kuala Lumpur,0
2021-07-03,W.P. Labuan,100
2021-07-03,W.P. Putrajaya,0
2021-07-04,Johor,2984
2021-07-04,Kedah,1948
2021-07-04,Kelantan,1731
2021-07-04,Melaka,1409
2021-07-04,Negeri Sembilan,2672
2021-07-04,Pahang,980
2021-07-04,Perak,846
2021-07-04,Perlis,30
2021-07-04,Pulau Pinang,2065
2021-07-04,Sabah,4882
2021-07-04,Sarawak,2553
2021-07-04,Selangor,4770
2021-07-04,Terengganu,254
2021-07-04,W.P. Kuala Lumpur,3144
2021-07-04,W.P. Labuan,108
2021-07-04,W.P. Putrajaya,515
2021-07-05,Johor,16
2021-07-05,Kedah,373
2021-07-05,Kelantan,2
2021-07-05,Melaka,2613
2021-07-05,Negeri Sembilan,3070
2021-07-05,Pahang,3345
2021-07-05,Perak,5705
2021-07-05,Perlis,516
2021-07-05,Pulau Pinang,2471
2021-07-05,Sabah,3056
2021-07-05,Sarawak,7788
2021-07-05,Selangor,8908
2021-07-05,Terengganu,1
2021-07-05,W.P. Kuala Lumpur,8473
2021-07-05,W.P. Labuan,515
2021-07-05,W.P. Putrajaya,833
2021-07-06,Johor,3453
2021-07-06,Kedah,2965
2021-07-06,Kelantan,495
2021-07-06,Melaka,0
2021-07-06,Negeri Sembilan,631
2021-07-06,Pahang,52
2021-07-06,Perak,654
2021-07-06,Perlis,0
2021-07-06,Pulau Pinang,1531
2021-07-06,Sabah,7577
2021-07-06,Sarawak,15153
2021-07-06,Selangor,9394
2021-07-06,Terengganu,301
2021-07-06,W.P. Kuala Lumpur,22698
2021-07-06,W.P. Labuan,51
2021-07-06,W.P. Putrajaya,751
2021-07-07,Johor,22895
2021-07-07,Kedah,15052
2021-07-07,Kelantan,16912
2021-07-07,Melaka,9469
2021-07-07,Negeri Sembilan,23032
2021-07-07,Pahang,12060
2021-07-07,Perak,23050
2021-07-07,Perlis,4406
2021-07-07,Pulau Pinang,13246
2021-07-07,Sabah,13502
2021-07-07,Sarawak,79715
2021-07-07,Selangor,87524
2021-07-07,Terengganu,10886
2021-07-07,W.P. Kuala Lumpur,57328
2021-07-07,W.P. Labuan,1626
2021-07-07,W.P. Putrajaya,2566
2021-07-08,Johor,50014
2021-07-08,Kedah,32202
2021-07-08,Kelantan,8937
2021-07-08,Melaka,17520
2021-07-08,Negeri Sembilan,22265
2021-07-08,Pahang,14313
2021-07-08,Perak,27042
2021-07-08,Perlis,1641
2021-07-08,Pulau Pinang,23385
2021-07-08,Sabah,43369
2021-07-08,Sarawak,26220
2021-07-08,Selangor,106933
2021-07-08,Terengganu,17040
2021-07-08,W.P. Kuala Lumpur,44644
2021-07-08,W.P. Labuan,523
2021-07-08,W.P. Putrajaya,3961
2021-07-09,Johor,58606
2021-07-09,Kedah,26393
2021-07-09,Kelantan,25780
2021-07-09,Melaka,15344
2021-07-09,Negeri Sembilan,7767
2021-07-09,Pahang,22665
2021-07-09,Perak,29752
2021-07-09,Perlis,1822
2021-07-09,Pulau Pinang,25472
2021-07-09,Sabah,37499
2021-07-09,Sarawak,3268
2021-07-09,Selangor,25607
2021-07-09,Terengganu,24194
2021-07-09,W.P. Kuala Lumpur,27547
2021-07-09,W.P. Labuan,231
2021-07-09,W.P. Putrajaya,550
2021-07-13,Johor,23032
2021-07-13,Kedah,19645
2021-07-13,Kelantan,16327
2021-07-13,Melaka,10753
2021-07-13,Negeri Sembilan,23814
2021-07-13,Pahang,13004
2021-07-13,Perak,11230
2021-07-13,Perlis,3622
2021-07-13,Pulau Pinang,20386
2021-07-13,Sabah,20287
2021-07-13,Sarawak,82223
2021-07-13,Selangor,102536
2021-07-13,Terengganu,12124
2021-07-13,W.P. Kuala Lumpur,71274
2021-07-13,W.P. Labuan,3061
2021-07-13,W.P. Putrajaya,3149
2021-07-14,Johor,21598
2021-07-14,Kedah,21171
2021-07-14,Kelantan,16790
2021-07-14,Melaka,10754
2021-07-14,Negeri Sembilan,24596
2021-07-14,Pahang,14041
2021-07-14,Perak,10568
2021-07-14,Perlis,3749
2021-07-14,Pulau Pinang,24575
2021-07-14,Sabah,19151
2021-07-14,Sarawak,80789
2021-07-14,Selangor,118396
2021-07-14,Terengganu,11914
2021-07-14,W.P. Kuala Lumpur,71257
2021-07-14,W.P. Labuan,2720
2021-07-14,W.P. Putrajaya,2881
2021-07-15,Johor,30493
2021-07-15,Kedah,21139
2021-07-15,Kelantan,17634
2021-07-15,Melaka,13800
2021-07-15,Negeri Sembilan,25238
2021-07-15,Pahang,14955
2021-07-15,Perak,17072
2021-07-15,Perlis,4638
2021-07-15,Pulau Pinang,25596
2021-07-15,Sabah,19631
2021-07-15,Sarawak,78614
2021-07-15,Selangor,116252
2021-07-15,Terengganu,12088
2021-07-15,W.P. Kuala Lumpur,72612
2021-07-15,W.P. Labuan,2508
2021-07-15,W.P. Putrajaya,2652
2021-07-16,Johor,18031
2021-07-16,Kedah,12153
2021-07-16,Kelantan,2196
2021-07-16,Melaka,12833
2021-07-16,Negeri Sembilan,22917
2021-07-16,Pahang,13098
2021-07-16,Perak,20759
2021-07-16,Perlis,3400
2021-07-16,Pulau Pinang,23843
2021-07-16,Sabah,21394
2021-07-16,Sarawak,71651
2021-07-16,Selangor,115800
2021-07-16,Terengganu,2476
2021-07-16,W.P. Kuala Lumpur,69241
2021-07-16,W.P. Labuan,2291
2021-07-16,W.P. Putrajaya,2543
2021-07-17,Johor,22273
2021-07-17,Kedah,13253
2021-07-17,Kelantan,2184
2021-07-17,Melaka,13146
2021-07-17,Negeri Sembilan,19207
2021-07-17,Pahang,6770
2021-07-17,Perak,14696
2021-07-17,Perlis,196
2021-07-17,Pulau Pinang,19185
2021-07-17,Sabah,23425
2021-07-17,Sarawak,68159
2021-07-17,Selangor,104229
2021-07-17,Terengganu,16200
2021-07-17,W.P. Kuala Lumpur,64675
2021-07-17,W.P. Labuan,2125
2021-07-17,W.P. Putrajaya,2304
2021-07-18,Johor,17219
2021-07-18,Kedah,19470
2021-07-18,Kelantan,16427
2021-07-18,Melaka,2851
2021-07-18,Negeri Sembilan,18907
2021-07-18,Pahang,2498
2021-07-18,Perak,13040
2021-07-18,Perlis,3240
2021-07-18,Pulau Pinang,17902
2021-07-18,Sabah,14430
2021-07-18,Sarawak,55631
2021-07-18,Selangor,94223
2021-07-18,Terengganu,7828
2021-07-18,W.P. Kuala Lumpur,65758
2021-07-18,W.P. Labuan,2027
2021-07-18,W.P. Putrajaya,2880
2021-07-19,Johor,26926
2021-07-19,Kedah,15516
2021-07-19,Kelantan,17528
2021-07-19,Melaka,12424
2021-07-19,Negeri Sembilan,16986
2021-07-19,Pahang,15177
2021-07-19,Perak,16894
2021-07-19,Perlis,1396
2021-07-19,Pulau Pinang,22471
2021-07-19,Sabah,20633
2021-07-19,Sarawak,57871
2021-07-19,Selangor,122530
2021-07-19,Terengganu,5881
2021-07-19,W.P. Kuala Lumpur,81752
2021-07-19,W.P. Labuan,2425
2021-07-19,W.P. Putrajaya,2923
2021-07-20,Johor,28117
2021-07-20,Kedah,1750
2021-07-20,Kelantan,64
2021-07-20,Melaka,3098
2021-07-20,Negeri Sembilan,8392
2021-07-20,Pahang,1925
2021-07-20,Perak,4699
2021-07-20,Perlis,92
2021-07-20,Pulau Pinang,14638
2021-07-20,Sabah,9968
2021-07-20,Sarawak,50931
2021-07-20,Selangor,111152
2021-07-20,Terengganu,781
2021-07-20,W.P. Kuala Lumpur,71528
2021-07-20,W.P. Labuan,59
2021-07-20,W.P. Putrajaya,2641
2021-07-21,Johor,38856
2021-07-21,Kedah,5902
2021-07-21,Kelantan,1671
2021-07-21,Melaka,12025
2021-07-21,Negeri Sembilan,18730
2021-07-21,Pahang,18400
2021-07-21,Perak,21860
2021-07-21,Perlis,153
2021-07-21,Pulau Pinang,24711
2021-07-21,Sabah,28475
2021-07-21,Sarawak,61057
2021-07-21,Selangor,131494
2021-07-21,Terengganu,7593
2021-07-21,W.P. Kuala Lumpur,79993
2021-07-21,W.P. Labuan,2732
2021-07-21,W.P. Putrajaya,3028
2021-07-22,Johor,36499
2021-07-22,Kedah,16344
2021-07-22,Kelantan,15334
2021-07-22,Melaka,13208
2021-07-22,Negeri Sembilan,24128
2021-07-22,Pahang,18977
2021-07-22,Perak,31934
2021-07-22,Perlis,3072
2021-07-22,Pulau Pinang,30143
2021-07-22,Sabah,32585
2021-07-22,Sarawak,55985
2021-07-22,Selangor,135629
2021-07-22,Terengganu,9019
2021-07-22,W.P. Kuala Lumpur,88723
2021-07-22,W.P. Labuan,2229
2021-07-22,W.P. Putrajaya,3841
2021-07-23,Johor,30292
2021-07-23,Kedah,12872
2021-07-23,Kelantan,1628
2021-07-23,Melaka,12844
2021-07-23,Negeri Sembilan,22184
2021-07-23,Pahang,15263
2021-07-23,Perak,32164
2021-07-23,Perlis,3390
2021-07-23,Pulau Pinang,30125
2021-07-23,Sabah,36111
2021-07-23,Sarawak,48958
2021-07-23,Selangor,136912
2021-07-23,Terengganu,2587
2021-07-23,W.P. Kuala Lumpur,87612
2021-07-23,W.P. Labuan,1589
2021-07-23,W.P. Putrajaya,2976
2021-07-24,Johor,31074
2021-07-24,Kedah,15395
2021-07-24,Kelantan,764
2021-07-24,Melaka,10400
2021-07-24,Negeri Sembilan,18290
2021-07-24,Pahang,14939
2021-07-24,Perak,28795
2021-07-24,Perlis,2125
2021-07-24,Pulau Pinang,24881
2021-07-24,Sabah,30940
2021-07-24,Sarawak,47544
2021-07-24,Selangor,117563
2021-07-24,Terengganu,8805
2021-07-24,W.P. Kuala Lumpur,74113
2021-07-24,W.P. Labuan,1335
2021-07-24,W.P. Putrajaya,3030
2021-07-25,Johor,37227
2021-07-25,Kedah,20912
2021-07-25,Kelantan,18499
2021-07-25,Melaka,1969
2021-07-25,Negeri Sembilan,12820
2021-07-25,Pahang,9785
2021-07-25,Perak,25746
2021-07-25,Perlis,2423
2021-07-25,Pulau Pinang,23358
2021-07-25,Sabah,27462
2021-07-25,Sarawak,33487
2021-07-25,Selangor,109668
2021-07-25,Terengganu,13151
2021-07-25,W.P. Kuala Lumpur,73299
2021-07-25,W.P. Labuan,1418
2021-07-25,W.P. Putrajaya,2695
2021-07-26,Johor,46198
2021-07-26,Kedah,25292
2021-07-26,Kelantan,23624
2021-07-26,Melaka,15085
2021-07-26,Negeri Sembilan,23664
2021-07-26,Pahang,24670
2021-07-26,Perak,32537
2021-07-26,Perlis,3233
2021-07-26,Pulau Pinang,27792
2021-07-26,Sabah,28558
2021-07-26,Sarawak,39965
2021-07-26,Selangor,138184
2021-07-26,Terengganu,15097
2021-07-26,W.P. Kuala Lumpur,86338
2021-07-26,W.P. Labuan,1349
2021-07-26,W.P. Putrajaya,4107
2021-07-27,Johor,46325
2021-07-27,Kedah,26548
2021-07-27,Kelantan,25241
2021-07-27,Melaka,17395
2021-07-27,Negeri Sembilan,24983
2021-07-27,Pahang,27636
2021-07-27,Perak,30808
2021-07-27,Perlis,3769
2021-07-27,Pulau Pinang,30827
2021-07-27,Sabah,32409
2021-07-27,Sarawak,37563
2021-07-27,Selangor,150710
2021-07-27,Terengganu,15559
2021-07-27,W.P. Kuala Lumpur,95232
2021-07-27,W.P. Labuan,1070
2021-07-27,W.P. Putrajaya,4300
2021-07-28,Johor,42524
2021-07-28,Kedah,27440
2021-07-28,Kelantan,25592
2021-07-28,Melaka,15242
2021-07-28,Negeri Sembilan,25944
2021-07-28,Pahang,26498
2021-07-28,Perak,31694
2021-07-28,Perlis,4808
2021-07-28,Pulau Pinang,29058
2021-07-28,Sabah,34142
2021-07-28,Sarawak,38973
2021-07-28,Selangor,163968
2021-07-28,Terengganu,16052
2021-07-28,W.P. Kuala Lumpur,92640
2021-07-28,W.P. Labuan,968
2021-07-28,W.P. Putrajaya,4231
2021-07-29,Johor,49154
2021-07-29,Kedah,26279
2021-07-29,Kelantan,24878
2021-07-29,Melaka,14453
2021-07-29,Negeri Sembilan,28930
2021-07-29,Pahang,28033
2021-07-29,Perak,31094
2021-07-29,Perlis,4156
2021-07-29,Pulau Pinang,28053
2021-07-29,Sabah,37546
2021-07-29,Sarawak,33173
2021-07-29,Selangor,164121
2021-07-29,Terengganu,16163
2021-07-29,W.P. Kuala Lumpur,86860
2021-07-29,W.P. Labuan,657
2021-07-29,W.P. Putrajaya,3726
2021-07-30,Johor,46466
2021-07-30,Kedah,16446
2021-07-30,Kelantan,2346
2021-07-30,Melaka,14849
2021-07-30,Negeri Sembilan,27068
2021-07-30,Pahang,15787
2021-07-30,Perak,31978
2021-07-30,Perlis,2463
2021-07-30,Pulau Pinang,26388
2021-07-30,Sabah,38328
2021-07-30,Sarawak,30312
2021-07-30,Selangor,174722
2021-07-30,Terengganu,5301
2021-07-30,W.P. Kuala Lumpur,92883
2021-07-30,W.P. Labuan,739
2021-07-30,W.P. Putrajaya,5744
2021-07-31,Johor,50565
2021-07-31,Kedah,19458
2021-07-31,Kelantan,3881
2021-07-31,Melaka,13776
2021-07-31,Negeri Sembilan,23300
2021-07-31,Pahang,19755
2021-07-31,Perak,29069
2021-07-31,Perlis,1938
2021-07-31,Pulau Pinang,21539
2021-07-31,Sabah,46125
2021-07-31,Sarawak,35856
2021-07-31,Selangor,163230
2021-07-31,Terengganu,21663
2021-07-31,W.P. Kuala Lumpur,82063
2021-07-31,W.P. Labuan,686
2021-07-31,W.P. Putrajaya,5244
2021-08-03,Johor,3028
2021-08-03,Kedah,3110
2021-08-03,Kelantan,1196
2021-08-03,Melaka,99
2021-08-03,Negeri Sembilan,1123
2021-08-03,Pahang,1051
2021-08-03,Perak,2243
2021-08-03,Perlis,840
2021-08-03,Pulau Pinang,1201
2021-08-03,Sabah,2041
2021-08-03,Sarawak,3142
2021-08-03,Selangor,3011
2021-08-03,Terengganu,2229
2021-08-03,W.P. Kuala Lumpur,2499
2021-08-03,W.P. Labuan,31
2021-08-03,W.P. Putrajaya,284
2021-08-04,Johor,3305
2021-08-04,Kedah,860
2021-08-04,Kelantan,1131
2021-08-04,Melaka,1078
2021-08-04,Negeri Sembilan,2562
2021-08-04,Pahang,867
2021-08-04,Perak,721
2021-08-04,Perlis,36
2021-08-04,Pulau Pinang,2339
2021-08-04,Sabah,3585
2021-08-04,Sarawak,1428
2021-08-04,Selangor,4156
2021-08-04,Terengganu,142
2021-08-04,W.P. Kuala Lumpur,3861
2021-08-04,W.P. Labuan,158
2021-08-04,W.P. Putrajaya,569
2021-08-05,Johor,2112
2021-08-05,Kedah,695
2021-08-05,Kelantan,70
2021-08-05,Melaka,811
2021-08-05,Negeri Sembilan,385
2021-08-05,Pahang,2103
2021-08-05,Perak,4259
2021-08-05,Perlis,0
2021-08-05,Pulau Pinang,450
2021-08-05,Sabah,2164
2021-08-05,Sarawak,7939
2021-08-05,Selangor,3069
2021-08-05,Terengganu,0
2021-08-05,W.P. Kuala Lumpur,2539
2021-08-05,W.P. Labuan,416
2021-08-05,W.P. Putrajaya,2
2021-08-06,Johor,18326
2021-08-06,Kedah,10180
2021-08-06,Kelantan,9979
2021-08-06,Melaka,3755
2021-08-06,Negeri Sembilan,6554
2021-08-06,Pahang,6533
2021-08-06,Perak,9932
2021-08-06,Perlis,1770
2021-08-06,Pulau Pinang,7620
2021-08-06,Sabah,12035
2021-08-06,Sarawak,12446
2021-08-06,Selangor,23446
2021-08-06,Terengganu,3890
2021-08-06,W.P. Kuala Lumpur,25659
2021-08-06,W.P. Labuan,526
2021-08-06,W.P. Putrajaya,1542
2021-08-07,Johor,23665
2021-08-07,Kedah,15724
2021-08-07,Kelantan,14665
2021-08-07,Melaka,9143
2021-08-07,Negeri Sembilan,22875
2021-08-07,Pahang,11236
2021-08-07,Perak,22147
2021-08-07,Perlis,3309
2021-08-07,Pulau Pinang,17510
2021-08-07,Sabah,11969
2021-08-07,Sarawak,75473
2021-08-07,Selangor,91987
2021-08-07,Terengganu,9671
2021-08-07,W.P. Kuala Lumpur,53443
2021-08-07,W.P. Labuan,2715
2021-08-07,W.P. Putrajaya,2523
2021-08-08,Johor,51495
2021-08-08,Kedah,35481
2021-08-08,Kelantan,24168
2021-08-08,Melaka,4761
2021-08-08,Negeri Sembilan,20879
2021-08-08,Pahang,7332
2021-08-08,Perak,26946
2021-08-08,Perlis,1513
2021-08-08,Pulau Pinang,23033
2021-08-08,Sabah,33843
2021-08-08,Sarawak,20508
2021-08-08,Selangor,96724
2021-08-08,Terengganu,10250
2021-08-08,W.P. Kuala Lumpur,42422
2021-08-08,W.P. Labuan,16
2021-08-08,W.P. Putrajaya,4345
2021-08-09,Johor,55814
2021-08-09,Kedah,24044
2021-08-09,Kelantan,22211
2021-08-09,Melaka,15762
2021-08-09,Negeri Sembilan,10822
2021-08-09,Pahang,21495
2021-08-09,Perak,31751
2021-08-09,Perlis,1955
2021-08-09,Pulau Pinang,27197
2021-08-09,Sabah,35200
2021-08-09,Sarawak,8365
2021-08-09,Selangor,23876
2021-08-09,Terengganu,22152
2021-08-09,W.P. Kuala Lumpur,25872
2021-08-09,W.P. Labuan,142
2021-08-09,W.P. Putrajaya,612
2021-08-13,Johor,68466
2021-08-13,Kedah,21639
2021-08-13,Kelantan,1806
2021-08-13,Melaka,13384
2021-08-13,Negeri Sembilan,21838
2021-08-13,Pahang,20029
2021-08-13,Perak,32261
2021-08-13,Perlis,3078
2021-08-13,Pulau Pinang,35363
2021-08-13,Sabah,52945
2021-08-13,Sarawak,15082
2021-08-13,Selangor,127803
2021-08-13,Terengganu,4652
2021-08-13,W.P. Kuala Lumpur,60083
2021-08-13,W.P. Labuan,482
2021-08-13,W.P. Putrajaya,1996
2021-08-14,Johor,63696
2021-08-14,Kedah,24079
2021-08-14,Kelantan,979
2021-08-14,Melaka,12088
2021-08-14,Negeri Sembilan,19373
2021-08-14,Pahang,14032
2021-08-14,Perak,28849
2021-08-14,Perlis,3237
2021-08-14,Pulau Pinang,30865
2021-08-14,Sabah,50168
2021-08-14,Sarawak,24116
2021-08-14,Selangor,107589
2021-08-14,Terengganu,17581
2021-08-14,W.P. Kuala Lumpur,54431
2021-08-14,W.P. Labuan,289
2021-08-14,W.P. Putrajaya,2100
2021-08-15,Johor,61937
2021-08-15,Kedah,24244
2021-08-15,Kelantan,20978
2021-08-15,Melaka,4090
2021-08-15,Negeri Sembilan,13831
2021-08-15,Pahang,11350
2021-08-15,Perak,21884
2021-08-15,Perlis,3177
2021-08-15,Pulau Pinang,25830
2021-08-15,Sabah,44428
2021-08-15,Sarawak,17976
2021-08-15,Selangor,98646
2021-08-15,Terengganu,23451
2021-08-15,W.P. Kuala Lumpur,51845
2021-08-15,W.P. Labuan,11
2021-08-15,W.P. Putrajaya,1592
2021-08-16,Johor,70618
2021-08-16,Kedah,26607
2021-08-16,Kelantan,27187
2021-08-16,Melaka,19349
2021-08-16,Negeri Sembilan,22418
2021-08-16,Pahang,23951
2021-08-16,Perak,27890
2021-08-16,Perlis,3301
2021-08-16,Pulau Pinang,29943
2021-08-16,Sabah,55650
2021-08-16,Sarawak,14537
2021-08-16,Selangor,100659
2021-08-16,Terengganu,25856
2021-08-16,W.P. Kuala Lumpur,60590
