date,state,daily
2021-11-08,Pahang,20153
2021-11-08,Perak,36966
2021-11-08,Perlis,4018
2021-11-08,Pulau Pinang,30200
2021-11-08,Sabah,51961
2021-11-08,Sarawak,20583
2021-11-08,Selangor,114225
2021-11-08,Terengganu,21436
2021-11-08,W.P. Kuala Lumpur,57426
2021-11-08,W.P. Labuan,693
2021-11-08,W.P. Putrajaya,2028
2021-11-09,Johor,42688
2021-11-09,Kedah,19696
2021-11-09,Kelantan,3865
2021-11-09,Melaka,11002
2021-11-09,Negeri Sembilan,4820
2021-11-09,Pahang,21882
2021-11-09,Perak,24120
2021-11-09,Perlis,1394
2021-11-09,Pulau Pinang,20062
2021-11-09,Sabah,28219
2021-11-09,Sarawak,22027
2021-11-09,Selangor,23712
2021-11-09,Terengganu,7665
2021-11-09,W.P. Kuala Lumpur,27802
2021-11-09,W.P. Labuan,1206
2021-11-09,W.P. Putrajaya,0
2021-12-03,Johor,720
2021-12-03,Kedah,714
2021-12-03,Kelantan,0
2021-12-03,Melaka,607
2021-12-03,Negeri Sembilan,1403
2021-12-03,Pahang,2534
2021-12-03,Perak,7317
2021-12-03,Perlis,585
2021-12-03,Pulau Pinang,2854
2021-12-03,Sabah,1430
2021-12-03,Sarawak,894
2021-12-03,Selangor,3751
2021-12-03,Terengganu,0
2021-12-03,W.P. Kuala Lumpur,3136
2021-12-03,W.P. Labuan,6
2021-12-03,W.P. Putrajaya,92
2021-12-04,Johor,5028
2021-12-04,Kedah,4929
2021-12-04,Kelantan,2370
2021-12-04,Melaka,759
2021-12-04,Negeri Sembilan,867
2021-12-04,Pahang,1882
2021-12-04,Perak,3301
2021-12-04,Perlis,1165
2021-12-04,Pulau Pinang,1564
2021-12-04,Sabah,931
2021-12-04,Sarawak,2198
2021-12-04,Selangor,5151
2021-12-04,Terengganu,2711
2021-12-04,W.P. Kuala Lumpur,6142
2021-12-04,W.P. Labuan,0
2021-12-04,W.P. Putrajaya,223
2021-12-05,Johor,146
2021-12-05,Kedah,410
2021-12-05,Kelantan,128
2021-12-05,Melaka,595
2021-12-05,Negeri Sembilan,647
2021-12-05,Pahang,2357
2021-12-05,Perak,36
2021-12-05,Perlis,45
2021-12-05,Pulau Pinang,1939
2021-12-05,Sabah,2398
2021-12-05,Sarawak,370
2021-12-05,Selangor,3251
2021-12-05,Terengganu,933
2021-12-05,W.P. Kuala Lumpur,3619
2021-12-05,W.P. Labuan,960
2021-12-05,W.P. Putrajaya,282
2021-12-06,Johor,18718
2021-12-06,Kedah,1891
2021-12-06,Kelantan,156
2021-12-06,Melaka,2537
2021-12-06,Negeri Sembilan,1268
2021-12-06,Pahang,5625
2021-12-06,Perak,9408
2021-12-06,Perlis,0
2021-12-06,Pulau Pinang,6088
2021-12-06,Sabah,14023
2021-12-06,Sarawak,34313
2021-12-06,Selangor,17132
2021-12-06,Terengganu,1899
2021-12-06,W.P. Kuala Lumpur,23341
2021-12-06,W.P. Labuan,484
2021-12-06,W.P. Putrajaya,0
2021-12-07,Johor,21911
2021-12-07,Kedah,16736
2021-12-07,Kelantan,14494
2021-12-07,Melaka,10413
2021-12-07,Negeri Sembilan,20612
2021-12-07,Pahang,12772
2021-12-07,Perak,24970
2021-12-07,Perlis,2802
2021-12-07,Pulau Pinang,17860
2021-12-07,Sabah,16524
2021-12-07,Sarawak,87239
2021-12-07,Selangor,99601
2021-12-07,Terengganu,12122
2021-12-07,W.P. Kuala Lumpur,68333
2021-12-07,W.P. Labuan,2908
2021-12-07,W.P. Putrajaya,2778
2021-12-08,Johor,68319
2021-12-08,Kedah,34345
2021-12-08,Kelantan,24825
2021-12-08,Melaka,13740
2021-12-08,Negeri Sembilan,21995
2021-12-08,Pahang,22961
2021-12-08,Perak,40454
2021-12-08,Perlis,3519
2021-12-08,Pulau Pinang,35743
2021-12-08,Sabah,54311
2021-12-08,Sarawak,13911
2021-12-08,Selangor,120023
2021-12-08,Terengganu,21692
2021-12-08,W.P. Kuala Lumpur,60986
2021-12-08,W.P. Labuan,506
2021-12-08,W.P. Putrajaya,2757
2021-12-09,Johor,42962
2021-12-09,Kedah,18705
2021-12-09,Kelantan,7482
2021-12-09,Melaka,2573
2021-12-09,Negeri Sembilan,4771
2021-12-09,Pahang,15379
2021-12-09,Perak,18564
2021-12-09,Perlis,1106
2021-12-09,Pulau Pinang,14976
2021-12-09,Sabah,26216
2021-12-09,Sarawak,14443
2021-12-09,Selangor,21291
2021-12-09,Terengganu,14403
2021-12-09,W.P. Kuala Lumpur,23622
2021-12-09,W.P. Labuan,983
2021-12-09,W.P. Putrajaya,0
