date,state,deaths_new,deaths_new_dod,deaths_bid,deaths_bid_dod,cumul_full,population,cumul_partial,cumul_full
29/5/2021,Sabah,4,3,1,0,85322,3908500,137045,190964
29/5/2021,Sarawak,5,0,0,0,105524,2816500,192062,252948
29/5/2021,Selangor,27,20,5,2,137256,6538000,251744,285764
29/5/2021,Terengganu,4,6,0,0,43002,1259300,70516,88146
29/5/2021,W.P. Kuala Lumpur,14,8,1,0,97130,1773700,306540,193858
29/5/2021,W.P. Labuan,1,2,0,0,11306,99600,14002,15297
29/5/2021,W.P. Putrajaya,0,0,0,0,10852,110000,21036,27030
30/5/2021,Johor,12,12,3,1,92433,3781000,170593,245167
30/5/2021,Kedah,13,11,0,0,67664,2185100,112234,180547
30/5/2021,Kelantan,0,6,0,1,50482,1906700,85215,136576
30/5/2021,Melaka,4,2,1,0,34887,932700,45931,68398
30/5/2021,Negeri Sembilan,15,9,1,0,51295,1128800,73855,94336
30/5/2021,Pahang,1,2,0,0,72756,1678700,101647,134810
30/5/2021,Perak,1,3,0,0,97753,2510300,153058,209887
30/5/2021,Perlis,0,0,0,0,18964,254900,28044,40129
30/5/2021,Pulau Pinang,5,3,1,0,71641,1773600,87917,123939
30/5/2021,Sabah,2,3,0,1,86244,3908500,138321,200179
30/5/2021,Sarawak,3,11,1,4,114090,2816500,196725,256729
30/5/2021,Selangor,15,32,1,4,137370,6538000,256667,301712
30/5/2021,Terengganu,4,2,0,0,45435,1259300,72834,90094
30/5/2021,W.P. Kuala Lumpur,3,11,0,1,97130,1773700,315855,203971
30/5/2021,W.P. Labuan,1,2,0,2,11306,99600,14002,15856
30/5/2021,W.P. Putrajaya,0,0,0,0,10852,110000,21036,27590
31/5/2021,Johor,12,10,1,0,95888,3781000,179440,256891
31/5/2021,Kedah,6,11,0,1,69575,2185100,119270,186315
31/5/2021,Kelantan,5,2,1,0,52911,1906700,90466,143130
31/5/2021,Melaka,3,7,1,1,35927,932700,47446,70682
31/5/2021,Negeri Sembilan,5,7,0,0,53351,1128800,75346,98439
31/5/2021,Pahang,4,1,0,0,76238,1678700,103124,139686
31/5/2021,Perak,0,3,0,0,101604,2510300,157338,214986
31/5/2021,Perlis,0,0,0,0,19042,254900,29960,41758
31/5/2021,Pulau Pinang,3,0,1,0,72760,1773600,90743,128985
31/5/2021,Sabah,2,3,0,0,86713,3908500,139275,207816
31/5/2021,Sarawak,8,10,1,1,115193,2816500,198513,259219
31/5/2021,Selangor,15,28,1,4,139569,6538000,269322,317464
31/5/2021,Terengganu,0,2,0,0,47778,1259300,75114,90828
31/5/2021,W.P. Kuala Lumpur,1,7,0,1,99606,1773700,330311,215532
31/5/2021,W.P. Labuan,3,5,2,2,11306,99600,14002,16424
31/5/2021,W.P. Putrajaya,0,0,0,0,11421,110000,21824,28025
1/6/2021,Johor,8,11,0,0,98011,3781000,187294,259444
1/6/2021,Kedah,3,6,0,0,70241,2185100,127793,188566
1/6/2021,Kelantan,5,6,1,2,55051,1906700,97597,143570
1/6/2021,Melaka,4,0,0,0,36433,932700,49804,72775
1/6/2021,Negeri Sembilan,2,9,0,0,55965,1128800,77183,102148
1/6/2021,Pahang,1,3,0,0,79235,1678700,104983,143310
1/6/2021,Perak,2,0,0,0,105221,2510300,161940,219782
1/6/2021,Perlis,0,0,0,0,19102,254900,31919,42738
1/6/2021,Pulau Pinang,1,2,0,0,73563,1773600,94623,135410
1/6/2021,Sabah,1,6,0,2,87659,3908500,140776,218287
1/6/2021,Sarawak,7,2,1,1,115332,2816500,198783,264516
1/6/2021,Selangor,28,28,2,3,141743,6538000,283316,332140
1/6/2021,Terengganu,2,3,0,1,49544,1259300,78557,90851
1/6/2021,W.P. Kuala Lumpur,6,13,0,1,102325,1773700,345587,227758
1/6/2021,W.P. Labuan,1,4,1,0,11697,99600,14002,16786
1/6/2021,W.P. Putrajaya,0,0,0,0,12145,110000,22633,28427
2/6/2021,Johor,11,12,0,0,98189,3781000,196493,267602
2/6/2021,Kedah,10,1,0,0,70512,2185100,138367,190228
2/6/2021,Kelantan,12,7,0,2,55224,1906700,106098,143800
2/6/2021,Melaka,5,5,1,1,36477,932700,52739,74810
2/6/2021,Negeri Sembilan,14,13,0,1,56318,1128800,80191,103309
2/6/2021,Pahang,3,2,0,0,80033,1678700,109240,144630
2/6/2021,Perak,2,2,0,0,105507,2510300,169441,224001
2/6/2021,Perlis,0,0,0,0,19119,254900,34038,42739
2/6/2021,Pulau Pinang,1,2,0,0,74040,1773600,99049,139382
2/6/2021,Sabah,2,2,0,0,89979,3908500,146717,228978
2/6/2021,Sarawak,4,3,1,0,115478,2816500,199184,286655
2/6/2021,Selangor,29,23,6,3,143487,6538000,300146,341400
2/6/2021,Terengganu,5,3,0,0,50248,1259300,82490,92530
2/6/2021,W.P. Kuala Lumpur,18,9,1,1,104012,1773700,360959,239382
2/6/2021,W.P. Labuan,8,2,1,0,12061,99600,14434,17181
2/6/2021,W.P. Putrajaya,2,0,0,0,12425,110000,24032,28428
3/6/2021,Johor,14,20,1,0,98203,3781000,204244,278608
3/6/2021,Kedah,4,5,0,0,70695,2185100,149075,195488
3/6/2021,Kelantan,8,7,2,1,55556,1906700,115155,148950
3/6/2021,Melaka,2,4,0,0,36484,932700,56468,74810
3/6/2021,Negeri Sembilan,6,7,0,0,56318,1128800,83780,104196
3/6/2021,Pahang,2,3,0,0,80107,1678700,115163,146018
3/6/2021,Perak,1,3,0,0,105511,2510300,177544,227888
3/6/2021,Perlis,0,1,0,0,19135,254900,36295,42739
3/6/2021,Pulau Pinang,4,4,0,0,74111,1773600,104398,139386
3/6/2021,Sabah,7,4,0,0,91412,3908500,155139,236899
3/6/2021,Sarawak,8,8,0,1,120608,2816500,205840,308715
3/6/2021,Selangor,27,33,3,3,143585,6538000,318570,347585
3/6/2021,Terengganu,6,2,1,0,50260,1259300,85339,96223
3/6/2021,W.P. Kuala Lumpur,14,7,2,0,104040,1773700,377324,252028
3/6/2021,W.P. Labuan,0,2,0,0,12454,99600,14988,17194
3/6/2021,W.P. Putrajaya,0,0,0,0,12432,110000,25465,28428
4/6/2021,Johor,14,20,0,1,98203,3781000,206026,290923
4/6/2021,Kedah,4,7,0,0,70699,2185100,154062,199710
4/6/2021,Kelantan,2,6,0,1,55556,1906700,115618,155513
4/6/2021,Melaka,3,2,0,0,36494,932700,60005,76382
4/6/2021,Negeri Sembilan,13,8,0,0,56352,1128800,86987,108817
4/6/2021,Pahang,3,2,0,0,80194,1678700,119242,149044
4/6/2021,Perak,3,3,0,0,105646,2510300,186616,233731
4/6/2021,Perlis,1,0,0,0,19138,254900,37523,44624
4/6/2021,Pulau Pinang,3,0,0,0,74173,1773600,109999,144322
4/6/2021,Sabah,3,1,2,0,92254,3908500,165178,247392
4/6/2021,Sarawak,5,1,2,0,123479,2816500,213605,337272
4/6/2021,Selangor,20,16,3,2,143821,6538000,334892,366661
4/6/2021,Terengganu,2,1,0,0,50261,1259300,85339,100393
4/6/2021,W.P. Kuala Lumpur,7,11,0,3,104612,1773700,393515,263220
4/6/2021,W.P. Labuan,3,4,0,0,12518,99600,15573,18262
4/6/2021,W.P. Putrajaya,0,1,0,0,12445,110000,26844,28859
5/6/2021,Johor,22,15,1,0,98479,3781000,216528,301113
5/6/2021,Kedah,5,5,0,0,70699,2185100,157459,203959
5/6/2021,Kelantan,6,3,1,0,55561,1906700,116381,163807
5/6/2021,Melaka,5,4,0,0,36495,932700,62161,78417
5/6/2021,Negeri Sembilan,9,9,0,0,56352,1128800,88076,114147
5/6/2021,Pahang,2,2,0,0,80211,1678700,121363,155017
5/6/2021,Perak,4,0,0,0,105739,2510300,193688,239936
5/6/2021,Perlis,0,0,0,0,19138,254900,38306,46428
5/6/2021,Pulau Pinang,2,4,0,1,74187,1773600,113600,149885
5/6/2021,Sabah,2,2,0,2,92706,3908500,174156,257656
5/6/2021,Sarawak,2,5,1,0,123524,2816500,224219,371923
5/6/2021,Selangor,33,31,4,5,143921,6538000,345275,389236
5/6/2021,Terengganu,1,2,0,0,50261,1259300,86262,104717
5/6/2021,W.P. Kuala Lumpur,12,7,2,1,104612,1773700,402928,277554
5/6/2021,W.P. Labuan,3,1,0,0,12903,99600,15820,19193
5/6/2021,W.P. Putrajaya,1,0,0,0,12445,110000,26845,29579
6/6/2021,Johor,12,12,0,3,98632,3781000,227139,315275
6/6/2021,Kedah,6,4,0,0,70890,2185100,167776,207901
6/6/2021,Kelantan,3,2,0,1,55996,1906700,123165,175290
6/6/2021,Melaka,2,3,0,0,36495,932700,62161,83087
6/6/2021,Negeri Sembilan,9,10,1,0,56352,1128800,89140,119721
6/6/2021,Pahang,3,2,0,0,80214,1678700,125533,160189
6/6/2021,Perak,0,3,0,0,105761,2510300,201491,242541
6/6/2021,Perlis,0,0,0,0,19138,254900,38306,49026
6/6/2021,Pulau Pinang,4,1,1,0,74189,1773600,113601,155017
6/6/2021,Sabah,0,1,0,1,92735,3908500,181665,269423
6/6/2021,Sarawak,4,5,0,2,123641,2816500,238809,421171
6/6/2021,Selangor,35,21,4,3,143923,6538000,350894,420230
6/6/2021,Terengganu,3,3,0,0,50878,1259300,89845,109148
6/6/2021,W.P. Kuala Lumpur,4,8,0,3,104613,1773700,411726,298513
6/6/2021,W.P. Labuan,2,4,0,0,12903,99600,15820,20290
6/6/2021,W.P. Putrajaya,0,0,0,0,12445,110000,26845,30756
7/6/2021,Johor,17,10,0,0,99208,3781000,230016,327174
7/6/2021,Kedah,5,1,0,0,70895,2185100,170736,212019
7/6/2021,Kelantan,4,7,1,1,56217,1906700,123439,184258
7/6/2021,Melaka,1,2,0,0,36495,932700,62161,85855
7/6/2021,Negeri Sembilan,11,11,0,0,56353,1128800,89770,124937
7/6/2021,Pahang,0,0,0,0,80214,1678700,125585,163592
7/6/2021,Perak,4,4,0,0,105762,2510300,202144,251742
7/6/2021,Perlis,0,0,0,0,19138,254900,38306,50411
7/6/2021,Pulau Pinang,1,1,0,0,74189,1773600,115132,162516
7/6/2021,Sabah,1,3,0,0,93563,3908500,188414,279366
7/6/2021,Sarawak,4,4,1,0,123868,2816500,253735,467597
7/6/2021,Selangor,23,25,2,3,143924,6538000,360287,445475
7/6/2021,Terengganu,1,2,0,0,51179,1259300,89845,112426
7/6/2021,W.P. Kuala Lumpur,8,7,2,4,107544,1773700,431493,314898
7/6/2021,W.P. Labuan,2,5,0,0,12903,99600,15871,22549
7/6/2021,W.P. Putrajaya,0,0,0,0,12445,110000,27596,31654
8/6/2021,Johor,13,13,1,0,107455,3781000,240095,331264
8/6/2021,Kedah,4,3,0,0,72442,2185100,179369,213665
8/6/2021,Kelantan,4,4,0,0,58954,1906700,130681,184688
8/6/2021,Melaka,4,2,0,0,36695,932700,65716,88425
8/6/2021,Negeri Sembilan,9,0,0,0,60121,1128800,92556,128937
8/6/2021,Pahang,2,2,0,0,81535,1678700,130797,167009
8/6/2021,Perak,2,0,0,0,108608,2510300,209230,259685
8/6/2021,Perlis,0,0,0,0,20028,254900,39186,51309
8/6/2021,Pulau Pinang,0,2,0,0,74959,1773600,121982,168333
8/6/2021,Sabah,1,1,1,0,97007,3908500,197005,290623
8/6/2021,Sarawak,1,2,0,0,129316,2816500,260733,512362
8/6/2021,Selangor,18,32,3,11,150215,6538000,377442,468154
8/6/2021,Terengganu,3,1,0,0,54234,1259300,90680,112431
8/6/2021,W.P. Kuala Lumpur,8,8,0,1,111704,1773700,452992,330453
8/6/2021,W.P. Labuan,7,3,0,1,13131,99600,16169,24781
8/6/2021,W.P. Putrajaya,0,0,0,0,13599,110000,27984,32335
9/6/2021,Johor,18,17,1,0,113460,3781000,252713,337687
9/6/2021,Kedah,5,5,0,0,75634,2185100,186478,213905
9/6/2021,Kelantan,7,2,1,1,61845,1906700,138808,185235
9/6/2021,Melaka,3,3,0,0,37022,932700,69306,93399
9/6/2021,Negeri Sembilan,3,11,0,0,61645,1128800,96949,130184
9/6/2021,Pahang,0,4,0,0,83586,1678700,136815,167463
9/6/2021,Perak,2,2,0,1,110872,2510300,217686,265661
9/6/2021,Perlis,0,0,0,0,20790,254900,40645,53146
9/6/2021,Pulau Pinang,1,2,0,0,75455,1773600,129951,174375
9/6/2021,Sabah,3,5,1,3,100554,3908500,206935,302450
9/6/2021,Sarawak,3,4,0,0,133236,2816500,265950,550950
9/6/2021,Selangor,23,26,6,2,155676,6538000,397103,484320
9/6/2021,Terengganu,1,2,0,0,56596,1259300,93126,113325
9/6/2021,W.P. Kuala Lumpur,5,8,2,1,116563,1773700,470853,347662
9/6/2021,W.P. Labuan,1,2,0,1,13174,99600,16774,26932
9/6/2021,W.P. Putrajaya,0,0,0,0,14467,110000,28540,32335
10/6/2021,Johor,11,5,1,0,118024,3781000,267041,343406
10/6/2021,Kedah,4,2,0,0,79364,2185100,192715,214868
10/6/2021,Kelantan,2,1,0,1,65501,1906700,145910,189819
10/6/2021,Melaka,1,2,0,0,37645,932700,71699,93399
10/6/2021,Negeri Sembilan,8,8,0,0,63084,1128800,101696,130773
10/6/2021,Pahang,3,3,0,0,86323,1678700,141841,168263
10/6/2021,Perak,1,2,0,0,115589,2510300,223238,270942
10/6/2021,Perlis,0,1,0,0,21825,254900,42265,55260
10/6/2021,Pulau Pinang,4,0,0,0,77641,1773600,138003,174853
10/6/2021,Sabah,1,1,1,0,104364,3908500,216877,310009
10/6/2021,Sarawak,0,3,0,0,135331,2816500,271974,588875
10/6/2021,Selangor,29,25,3,1,163530,6538000,416436,496769
10/6/2021,Terengganu,1,2,0,0,59294,1259300,94278,116420
10/6/2021,W.P. Kuala Lumpur,4,7,0,2,121446,1773700,491793,367323
10/6/2021,W.P. Labuan,4,6,1,2,13190,99600,17392,28621
10/6/2021,W.P. Putrajaya,0,0,0,0,15672,110000,28981,32335
11/6/2021,Johor,7,6,0,0,118622,3781000,272345,348835
11/6/2021,Kedah,1,7,0,0,80052,2185100,194321,218304
11/6/2021,Kelantan,1,3,0,0,65521,1906700,146447,194483
11/6/2021,Melaka,2,3,0,0,38329,932700,73885,97787
11/6/2021,Negeri Sembilan,9,5,0,0,64122,1128800,105551,135849
11/6/2021,Pahang,6,4,0,0,88654,1678700,145519,174401
11/6/2021,Perak,1,0,0,0,122055,2510300,228322,277515
11/6/2021,Perlis,1,0,0,0,22318,254900,43260,57020
11/6/2021,Pulau Pinang,1,2,0,1,78636,1773600,147101,182155
11/6/2021,Sabah,6,4,2,0,107391,3908500,227563,318802
11/6/2021,Sarawak,12,3,4,0,138228,2816500,281622,644647
11/6/2021,Selangor,19,17,1,0,168875,6538000,436601,519699
11/6/2021,Terengganu,3,1,0,0,59294,1259300,94460,120236
11/6/2021,W.P. Kuala Lumpur,7,4,6,0,125776,1773700,514118,389478
11/6/2021,W.P. Labuan,8,6,3,1,13288,99600,17773,31065
11/6/2021,W.P. Putrajaya,0,0,0,0,16838,110000,29378,33131
12/6/2021,Johor,8,10,0,0,127030,3781000,282655,354920
12/6/2021,Kedah,2,2,0,0,80894,2185100,195370,221073
12/6/2021,Kelantan,3,4,0,2,65537,1906700,146587,198557
12/6/2021,Melaka,5,1,0,0,38832,932700,75919,101748
12/6/2021,Negeri Sembilan,9,9,0,1,64210,1128800,106731,142603
12/6/2021,Pahang,1,4,0,0,93007,1678700,146791,181472
12/6/2021,Perak,1,1,1,0,127203,2510300,232582,283630
12/6/2021,Perlis,0,0,0,0,22318,254900,43260,58733
12/6/2021,Pulau Pinang,1,2,0,0,78646,1773600,153179,189377
12/6/2021,Sabah,5,3,2,0,109408,3908500,239569,328669
12/6/2021,Sarawak,4,7,0,2,147094,2816500,307069,702088
12/6/2021,Selangor,27,31,2,1,172343,6538000,450265,545447
12/6/2021,Terengganu,0,1,0,0,59296,1259300,96357,123682
12/6/2021,W.P. Kuala Lumpur,9,6,0,0,126010,1773700,537225,413320
12/6/2021,W.P. Labuan,1,1,0,0,13333,99600,18212,33763
12/6/2021,W.P. Putrajaya,0,0,0,0,16838,110000,29378,34058
13/6/2021,Johor,7,7,1,0,130569,3781000,295414,360795
13/6/2021,Kedah,6,2,0,0,85490,2185100,200061,222310
13/6/2021,Kelantan,2,3,0,0,68766,1906700,151901,201678
13/6/2021,Melaka,1,0,0,0,38832,932700,75919,105569
13/6/2021,Negeri Sembilan,5,10,0,1,64210,1128800,107629,149304
13/6/2021,Pahang,5,1,0,0,93083,1678700,148204,186472
13/6/2021,Perak,1,0,0,0,131685,2510300,236453,288716
13/6/2021,Perlis,0,0,0,0,22319,254900,43260,60272
13/6/2021,Pulau Pinang,1,0,0,0,78646,1773600,155175,196357
13/6/2021,Sabah,2,2,0,0,110626,3908500,248077,337374
13/6/2021,Sarawak,4,4,0,1,154396,2816500,333494,759890
13/6/2021,Selangor,15,28,2,0,172343,6538000,461142,572481
13/6/2021,Terengganu,1,1,0,1,61710,1259300,100303,127154
13/6/2021,W.P. Kuala Lumpur,10,8,2,1,126023,1773700,560983,435789
13/6/2021,W.P. Labuan,4,7,1,2,13333,99600,18212,36034
13/6/2021,W.P. Putrajaya,0,0,0,0,16838,110000,29378,34504
14/6/2021,Johor,9,11,0,0,136012,3781000,310593,367811
14/6/2021,Kedah,0,3,0,1,91155,2185100,204393,223956
14/6/2021,Kelantan,2,5,2,1,72249,1906700,158587,203802
14/6/2021,Melaka,1,2,0,1,40115,932700,77527,110741
14/6/2021,Negeri Sembilan,7,12,0,1,65190,1128800,112327,155961
14/6/2021,Pahang,0,3,0,0,96505,1678700,151264,190197
14/6/2021,Perak,1,2,0,0,135785,2510300,242206,294401
14/6/2021,Perlis,0,0,0,0,23595,254900,45147,61515
14/6/2021,Pulau Pinang,2,0,0,0,80405,1773600,163114,202645
14/6/2021,Sabah,1,3,0,1,113804,3908500,258759,345945
14/6/2021,Sarawak,6,6,0,0,165417,2816500,366917,817004
14/6/2021,Selangor,18,30,1,1,178656,6538000,485717,600194
14/6/2021,Terengganu,1,0,0,0,64063,1259300,104337,130755
14/6/2021,W.P. Kuala Lumpur,8,9,0,1,130452,1773700,582290,456472
14/6/2021,W.P. Labuan,4,4,0,1,13353,99600,19390,38060
14/6/2021,W.P. Putrajaya,0,0,0,0,17799,110000,29811,34927
15/6/2021,Johor,10,5,0,0,143287,3781000,323928,372202
15/6/2021,Kedah,3,6,0,0,95638,2185100,208689,224572
15/6/2021,Kelantan,3,1,0,0,76463,1906700,166677,204213
15/6/2021,Melaka,1,2,0,0,41378,932700,79600,116173
15/6/2021,Negeri Sembilan,8,13,1,2,67272,1128800,117847,160681
15/6/2021,Pahang,3,1,0,0,98154,1678700,157414,193871
15/6/2021,Perak,1,1,0,1,139973,2510300,248453,296576
15/6/2021,Perlis,0,0,0,0,24989,254900,46991,63196
15/6/2021,Pulau Pinang,1,0,1,0,82276,1773600,171571,208393
15/6/2021,Sabah,3,0,0,0,118074,3908500,271637,354498
15/6/2021,Sarawak,2,3,0,0,174059,2816500,405952,865935
15/6/2021,Selangor,50,33,3,3,185500,6538000,513828,627843
15/6/2021,Terengganu,1,0,1,0,66281,1259300,108436,130833
15/6/2021,W.P. Kuala Lumpur,11,9,3,1,135196,1773700,606430,472976
15/6/2021,W.P. Labuan,4,4,0,3,13365,99600,20330,40025
15/6/2021,W.P. Putrajaya,0,0,0,0,18630,110000,30537,35325
16/6/2021,Johor,3,6,0,0,143692,3781000,340861,375455
16/6/2021,Kedah,6,1,0,0,96654,2185100,212553,224950
16/6/2021,Kelantan,1,5,0,1,77398,1906700,178283,204802
16/6/2021,Melaka,3,4,1,0,41393,932700,84759,122113
16/6/2021,Negeri Sembilan,6,8,0,1,68367,1128800,123390,161901
16/6/2021,Pahang,2,4,0,3,98241,1678700,162954,196916
16/6/2021,Perak,0,1,0,0,139986,2510300,250924,297181
16/6/2021,Perlis,0,0,0,0,25025,254900,49589,63198
16/6/2021,Pulau Pinang,0,1,0,0,82385,1773600,181472,213415
16/6/2021,Sabah,3,7,0,1,119960,3908500,288035,363057
16/6/2021,Sarawak,6,1,3,0,174761,2816500,459410,910303
16/6/2021,Selangor,33,34,1,4,186561,6538000,549485,653666
16/6/2021,Terengganu,0,0,0,0,66501,1259300,113758,137004
16/6/2021,W.P. Kuala Lumpur,6,4,1,1,135775,1773700,634589,496370
16/6/2021,W.P. Labuan,4,4,3,1,13378,99600,21496,41756
16/6/2021,W.P. Putrajaya,0,0,0,0,18635,110000,31738,35328
17/6/2021,Johor,9,8,0,2,149663,3781000,355419,376936
17/6/2021,Kedah,2,2,0,0,101850,2185100,216295,225631
17/6/2021,Kelantan,1,4,0,1,80416,1906700,186923,206721
17/6/2021,Melaka,2,2,0,0,42593,932700,89705,122724
17/6/2021,Negeri Sembilan,10,10,0,0,69753,1128800,128658,163029
17/6/2021,Pahang,0,1,0,0,98622,1678700,166534,197126
17/6/2021,Perak,1,1,0,0,141260,2510300,260163,297610
17/6/2021,Perlis,0,0,0,0,26612,254900,51004,65465
17/6/2021,Pulau Pinang,1,0,0,0,84360,1773600,190642,214465
17/6/2021,Sabah,4,5,1,2,124459,3908500,300334,367817
17/6/2021,Sarawak,2,7,0,0,178269,2816500,509553,947126
17/6/2021,Selangor,20,29,0,4,193402,6538000,579185,674983
17/6/2021,Terengganu,1,1,0,0,68498,1259300,117137,141746
17/6/2021,W.P. Kuala Lumpur,3,6,0,1,140513,1773700,658924,520667
17/6/2021,W.P. Labuan,4,6,1,1,13400,99600,24005,43069
17/6/2021,W.P. Putrajaya,0,0,0,0,19211,110000,32657,35330
18/6/2021,Johor,7,8,0,0,151595,3781000,362591,380919
18/6/2021,Kedah,1,2,0,1,102978,2185100,217954,230087
18/6/2021,Kelantan,0,1,0,1,80429,1906700,187358,212279
18/6/2021,Melaka,3,2,0,0,44494,932700,94367,125717
18/6/2021,Negeri Sembilan,9,13,0,1,71595,1128800,133061,167913
18/6/2021,Pahang,2,2,1,0,99023,1678700,169968,204115
18/6/2021,Perak,1,1,0,0,144472,2510300,268179,303614
18/6/2021,Perlis,0,0,0,0,27686,254900,51926,66108
18/6/2021,Pulau Pinang,0,1,0,0,86591,1773600,198745,222540
18/6/2021,Sabah,6,2,0,1,129597,3908500,311349,371512
18/6/2021,Sarawak,7,4,0,1,180197,2816500,558664,988281
18/6/2021,Selangor,28,34,1,5,200235,6538000,606026,707810
18/6/2021,Terengganu,1,1,0,0,68498,1259300,117137,144931
18/6/2021,W.P. Kuala Lumpur,4,7,0,0,144499,1773700,682214,546234
18/6/2021,W.P. Labuan,5,2,4,0,13442,99600,26318,44913
18/6/2021,W.P. Putrajaya,0,0,0,0,20138,110000,33363,36781
19/6/2021,Johor,5,6,1,0,161575,3781000,371321,383240
19/6/2021,Kedah,1,3,0,1,106106,2185100,218200,230397
19/6/2021,Kelantan,2,3,0,1,80433,1906700,187909,212285
19/6/2021,Melaka,1,1,0,1,45423,932700,99417,125821
19/6/2021,Negeri Sembilan,7,13,1,2,72415,1128800,134340,170255
19/6/2021,Pahang,6,1,2,0,100232,1678700,170891,204439
19/6/2021,Perak,1,0,0,0,147643,2510300,274321,305000
19/6/2021,Perlis,0,0,0,0,27694,254900,53791,66164
19/6/2021,Pulau Pinang,2,1,0,0,86610,1773600,206481,224770
19/6/2021,Sabah,1,4,1,1,133789,3908500,323458,373455
19/6/2021,Sarawak,5,3,0,0,187431,2816500,602070,1026271
19/6/2021,Selangor,23,23,3,4,205172,6538000,625442,733948
19/6/2021,Terengganu,0,1,0,0,68980,1259300,117265,144949
19/6/2021,W.P. Kuala Lumpur,15,5,3,2,144524,1773700,706911,573484
19/6/2021,W.P. Labuan,3,3,0,1,13451,99600,28670,44972
19/6/2021,W.P. Putrajaya,0,0,0,0,20138,110000,33363,36793
20/6/2021,Johor,12,8,1,2,167972,3781000,378698,386883
20/6/2021,Kedah,1,2,0,1,108034,2185100,218792,231160
20/6/2021,Kelantan,0,2,0,0,84138,1906700,192667,212867
20/6/2021,Melaka,0,2,0,0,45423,932700,99419,130947
20/6/2021,Negeri Sembilan,11,9,0,1,72834,1128800,134924,177768
20/6/2021,Pahang,1,1,0,0,100250,1678700,172136,211008
20/6/2021,Perak,2,3,0,0,150599,2510300,279696,312098
20/6/2021,Perlis,0,0,0,0,27700,254900,55938,66241
20/6/2021,Pulau Pinang,1,0,0,0,86611,1773600,208577,234122
20/6/2021,Sabah,2,3,1,2,134852,3908500,329961,376745
20/6/2021,Sarawak,2,6,0,1,191796,2816500,644519,1070243
20/6/2021,Selangor,20,24,4,2,206127,6538000,641240,775233
20/6/2021,Terengganu,0,1,0,0,71300,1259300,120354,149025
20/6/2021,W.P. Kuala Lumpur,4,12,0,2,144548,1773700,734253,605372
20/6/2021,W.P. Labuan,4,2,1,0,13465,99600,30428,47310
20/6/2021,W.P. Putrajaya,0,0,0,0,20138,110000,33363,38108
21/6/2021,Johor,7,7,0,0,176590,3781000,386938,391552
21/6/2021,Kedah,3,0,0,0,115466,2185100,221767,234550
21/6/2021,Kelantan,4,1,1,0,89182,1906700,197559,216146
21/6/2021,Melaka,1,3,1,0,46912,932700,104354,136841
21/6/2021,Negeri Sembilan,9,15,0,2,74299,1128800,139986,187045
21/6/2021,Pahang,0,1,0,0,101716,1678700,178432,215341
21/6/2021,Perak,0,0,0,0,154840,2510300,286347,323239
21/6/2021,Perlis,0,1,0,0,29586,254900,57842,66938
21/6/2021,Pulau Pinang,0,0,0,0,89393,1773600,218779,240815
21/6/2021,Sabah,2,3,0,1,135937,3908500,339094,380400
21/6/2021,Sarawak,2,1,0,0,194146,2816500,706821,1115257
21/6/2021,Selangor,24,37,3,6,214507,6538000,668285,813410
21/6/2021,Terengganu,2,0,0,0,73567,1259300,124261,153544
21/6/2021,W.P. Kuala Lumpur,11,10,0,2,149728,1773700,767169,637291
21/6/2021,W.P. Labuan,4,2,0,1,13474,99600,33068,49214
21/6/2021,W.P. Putrajaya,0,0,0,0,20926,110000,34171,39399
22/6/2021,Johor,8,4,1,0,184233,3781000,396587,395334
22/6/2021,Kedah,0,2,0,0,123674,2185100,224781,237796
22/6/2021,Kelantan,0,3,0,0,96249,1906700,201610,216972
22/6/2021,Melaka,4,4,0,1,49232,932700,108904,143251
22/6/2021,Negeri Sembilan,12,13,1,2,76067,1128800,147204,193932
22/6/2021,Pahang,1,2,0,0,103559,1678700,185766,218517
22/6/2021,Perak,0,0,0,0,159450,2510300,293395,337868
22/6/2021,Perlis,1,1,0,0,31504,254900,59672,67929
22/6/2021,Pulau Pinang,0,0,0,0,93065,1773600,229101,247429
22/6/2021,Sabah,3,2,3,0,137263,3908500,348996,382842
22/6/2021,Sarawak,7,2,0,1,194716,2816500,766104,1154121
22/6/2021,Selangor,32,38,4,4,224238,6538000,699905,850027
22/6/2021,Terengganu,1,1,0,0,76972,1259300,127813,154736
22/6/2021,W.P. Kuala Lumpur,5,12,1,3,155512,1773700,801905,672893
22/6/2021,W.P. Labuan,3,4,1,2,13480,99600,36115,50543
22/6/2021,W.P. Putrajaya,0,0,0,0,21737,110000,35114,40758
23/6/2021,Johor,8,10,0,0,193049,3781000,405916,397583
23/6/2021,Kedah,1,2,1,0,133957,2185100,226123,243138
23/6/2021,Kelantan,6,2,1,0,104356,1906700,204572,217397
23/6/2021,Melaka,1,1,0,0,52138,932700,113180,148664
23/6/2021,Negeri Sembilan,7,11,0,0,78818,1128800,153391,196987
23/6/2021,Pahang,0,2,0,0,107731,1678700,190509,223027
23/6/2021,Perak,2,1,0,0,166432,2510300,297702,350879
23/6/2021,Perlis,1,0,0,0,33575,254900,61332,68403
23/6/2021,Pulau Pinang,0,1,0,0,97383,1773600,239011,253120
23/6/2021,Sabah,7,2,2,1,142873,3908500,357062,384640
23/6/2021,Sarawak,3,2,0,0,195153,2816500,826261,1183588
23/6/2021,Selangor,37,36,4,4,236115,6538000,731189,879069
