date,state,cases_new
2021-04-23,W.P. Labuan,3
2021-04-23,W.P. Putrajaya,14
2021-04-24,Johor,126
2021-04-24,Kedah,34
2021-04-24,Kelantan,518
2021-04-24,Melaka,30
2021-04-24,Negeri Sembilan,27
2021-04-24,Pahang,22
2021-04-24,Perak,54
2021-04-24,Perlis,1
2021-04-24,Pulau Pinang,134
2021-04-24,Sabah,132
2021-04-24,Sarawak,570
2021-04-24,Selangor,768
2021-04-24,Terengganu,50
2021-04-24,W.P. Kuala Lumpur,240
2021-04-24,W.P. Labuan,0
2021-04-24,W.P. Putrajaya,11
2021-04-25,Johor,159
2021-04-25,Kedah,76
2021-04-25,Kelantan,424
2021-04-25,Melaka,42
2021-04-25,Negeri Sembilan,57
2021-04-25,Pahang,33
2021-04-25,Perak,64
2021-04-25,Perlis,1
2021-04-25,Pulau Pinang,117
2021-04-25,Sabah,121
2021-04-25,Sarawak,595
2021-04-25,Selangor,751
2021-04-25,Terengganu,25
2021-04-25,W.P. Kuala Lumpur,217
2021-04-25,W.P. Labuan,3
2021-04-25,W.P. Putrajaya,5
2021-04-26,Johor,309
2021-04-26,Kedah,39
2021-04-26,Kelantan,343
2021-04-26,Melaka,34
2021-04-26,Negeri Sembilan,112
2021-04-26,Pahang,34
2021-04-26,Perak,45
2021-04-26,Perlis,0
2021-04-26,Pulau Pinang,123
2021-04-26,Sabah,88
2021-04-26,Sarawak,615
2021-04-26,Selangor,762
2021-04-26,Terengganu,9
2021-04-26,W.P. Kuala Lumpur,254
2021-04-26,W.P. Labuan,2
2021-04-26,W.P. Putrajaya,7
2021-04-27,Johor,220
2021-04-27,Kedah,51
2021-04-27,Kelantan,484
2021-04-27,Melaka,33
2021-04-27,Negeri Sembilan,39
2021-04-27,Pahang,35
2021-04-27,Perak,38
2021-04-27,Perlis,1
2021-04-27,Pulau Pinang,115
2021-04-27,Sabah,82
2021-04-27,Sarawak,432
2021-04-27,Selangor,750
2021-04-27,Terengganu,61
2021-04-27,W.P. Kuala Lumpur,377
2021-04-27,W.P. Labuan,0
2021-04-27,W.P. Putrajaya,15
2021-04-28,Johor,194
2021-04-28,Kedah,120
2021-04-28,Kelantan,523
2021-04-28,Melaka,42
2021-04-28,Negeri Sembilan,61
2021-04-28,Pahang,15
2021-04-28,Perak,69
2021-04-28,Perlis,1
2021-04-28,Pulau Pinang,98
2021-04-28,Sabah,87
2021-04-28,Sarawak,416
2021-04-28,Selangor,1019
2021-04-28,Terengganu,40
2021-04-28,W.P. Kuala Lumpur,440
2021-04-28,W.P. Labuan,4
2021-04-28,W.P. Putrajaya,13
2021-04-29,Johor,207
2021-04-29,Kedah,105
2021-04-29,Kelantan,401
2021-04-29,Melaka,43
2021-04-29,Negeri Sembilan,111
2021-04-29,Pahang,92
2021-04-29,Perak,91
2021-04-29,Perlis,1
2021-04-29,Pulau Pinang,158
2021-04-29,Sabah,131
2021-04-29,Sarawak,522
2021-04-29,Selangor,1083
2021-04-29,Terengganu,19
2021-04-29,W.P. Kuala Lumpur,359
2021-04-29,W.P. Labuan,0
2021-04-29,W.P. Putrajaya,9
2021-04-30,Johor,160
2021-04-30,Kedah,136
2021-04-30,Kelantan,464
2021-04-30,Melaka,55
2021-04-30,Negeri Sembilan,136
2021-04-30,Pahang,54
2021-04-30,Perak,118
2021-04-30,Perlis,5
2021-04-30,Pulau Pinang,250
2021-04-30,Sabah,89
2021-04-30,Sarawak,760
2021-04-30,Selangor,1265
2021-04-30,Terengganu,37
2021-04-30,W.P. Kuala Lumpur,255
2021-04-30,W.P. Labuan,2
2021-04-30,W.P. Putrajaya,2
2021-05-03,Johor,463
2021-05-03,Kedah,9
2021-05-03,Kelantan,57
2021-05-03,Melaka,10
2021-05-03,Negeri Sembilan,77
2021-05-03,Pahang,38
2021-05-03,Perak,109
2021-05-03,Perlis,1
2021-05-03,Pulau Pinang,119
2021-05-03,Sabah,97
2021-05-03,Sarawak,250
2021-05-03,Selangor,794
2021-05-03,Terengganu,16
2021-05-03,W.P. Kuala Lumpur,108
2021-05-03,W.P. Labuan,2
2021-05-03,W.P. Putrajaya,4
2021-05-04,Johor,55
2021-05-04,Kedah,34
2021-05-04,Kelantan,31
2021-05-04,Melaka,25
2021-05-04,Negeri Sembilan,12
2021-05-04,Pahang,37
2021-05-04,Perak,8
2021-05-04,Perlis,2
2021-05-04,Pulau Pinang,133
2021-05-04,Sabah,65
2021-05-04,Sarawak,225
2021-05-04,Selangor,327
2021-05-04,Terengganu,3
2021-05-04,W.P. Kuala Lumpur,88
2021-05-04,W.P. Labuan,17
2021-05-04,W.P. Putrajaya,8
2021-05-05,Johor,292
2021-05-05,Kedah,124
2021-05-05,Kelantan,480
2021-05-05,Melaka,43
2021-05-05,Negeri Sembilan,76
2021-05-05,Pahang,49
2021-05-05,Perak,65
2021-05-05,Perlis,1
2021-05-05,Pulau Pinang,195
2021-05-05,Sabah,50
2021-05-05,Sarawak,419
2021-05-05,Selangor,1548
2021-05-05,Terengganu,73
2021-05-05,W.P. Kuala Lumpur,313
2021-05-05,W.P. Labuan,5
2021-05-05,W.P. Putrajaya,11
2021-05-06,Johor,412
2021-05-06,Kedah,263
2021-05-06,Kelantan,312
2021-05-06,Melaka,206
2021-05-06,Negeri Sembilan,843
2021-05-06,Pahang,286
2021-05-06,Perak,252
2021-05-06,Perlis,4
2021-05-06,Pulau Pinang,370
2021-05-06,Sabah,259
2021-05-06,Sarawak,651
2021-05-06,Selangor,2509
2021-05-06,Terengganu,190
2021-05-06,W.P. Kuala Lumpur,678
2021-05-06,W.P. Labuan,205
2021-05-06,W.P. Putrajaya,12
2021-05-07,Johor,324
2021-05-07,Kedah,273
2021-05-07,Kelantan,114
2021-05-07,Melaka,206
2021-05-07,Negeri Sembilan,523
2021-05-07,Pahang,312
2021-05-07,Perak,249
2021-05-07,Perlis,0
2021-05-07,Pulau Pinang,157
2021-05-07,Sabah,263
2021-05-07,Sarawak,424
2021-05-07,Selangor,2610
2021-05-07,Terengganu,17
2021-05-07,W.P. Kuala Lumpur,819
2021-05-07,W.P. Labuan,71
2021-05-07,W.P. Putrajaya,25
2021-05-08,Johor,1300
2021-05-08,Kedah,1446
2021-05-08,Kelantan,772
2021-05-08,Melaka,622
2021-05-08,Negeri Sembilan,989
2021-05-08,Pahang,426
2021-05-08,Perak,916
2021-05-08,Perlis,4
2021-05-08,Pulau Pinang,1022
2021-05-08,Sabah,1062
2021-05-08,Sarawak,759
2021-05-08,Selangor,8549
2021-05-08,Terengganu,501
2021-05-08,W.P. Kuala Lumpur,2163
2021-05-08,W.P. Labuan,15
2021-05-08,W.P. Putrajaya,50
2021-05-09,Johor,2165
2021-05-09,Kedah,1587
2021-05-09,Kelantan,1078
2021-05-09,Melaka,459
2021-05-09,Negeri Sembilan,269
2021-05-09,Pahang,486
2021-05-09,Perak,1057
2021-05-09,Perlis,78
2021-05-09,Pulau Pinang,1961
2021-05-09,Sabah,2136
2021-05-09,Sarawak,3747
2021-05-09,Selangor,3886
2021-05-09,Terengganu,861
2021-05-09,W.P. Kuala Lumpur,597
2021-05-09,W.P. Labuan,4
2021-05-09,W.P. Putrajaya,25
2021-05-13,Johor,467
2021-05-13,Kedah,193
2021-05-13,Kelantan,339
2021-05-13,Melaka,67
2021-05-13,Negeri Sembilan,100
2021-05-13,Pahang,56
2021-05-13,Perak,302
2021-05-13,Perlis,0
2021-05-13,Pulau Pinang,395
2021-05-13,Sabah,76
2021-05-13,Sarawak,395
2021-05-13,Selangor,1783
2021-05-13,Terengganu,148
2021-05-13,W.P. Kuala Lumpur,521
2021-05-13,W.P. Labuan,4
2021-05-13,W.P. Putrajaya,9
2021-05-14,Johor,335
2021-05-14,Kedah,228
2021-05-14,Kelantan,371
2021-05-14,Melaka,107
2021-05-14,Negeri Sembilan,124
2021-05-14,Pahang,178
2021-05-14,Perak,147
2021-05-14,Perlis,5
2021-05-14,Pulau Pinang,266
2021-05-14,Sabah,53
2021-05-14,Sarawak,533
2021-05-14,Selangor,1269
2021-05-14,Terengganu,165
2021-05-14,W.P. Kuala Lumpur,306
2021-05-14,W.P. Labuan,6
2021-05-14,W.P. Putrajaya,20
2021-05-15,Johor,433
2021-05-15,Kedah,239
2021-05-15,Kelantan,109
2021-05-15,Melaka,97
2021-05-15,Negeri Sembilan,190
2021-05-15,Pahang,116
2021-05-15,Perak,182
2021-05-15,Perlis,2
2021-05-15,Pulau Pinang,338
2021-05-15,Sabah,60
2021-05-15,Sarawak,324
2021-05-15,Selangor,1507
2021-05-15,Terengganu,119
2021-05-15,W.P. Kuala Lumpur,398
2021-05-15,W.P. Labuan,3
2021-05-15,W.P. Putrajaya,23
2021-05-16,Johor,224
2021-05-16,Kedah,363
2021-05-16,Kelantan,357
2021-05-16,Melaka,122
2021-05-16,Negeri Sembilan,70
2021-05-16,Pahang,159
2021-05-16,Perak,115
2021-05-16,Perlis,2
2021-05-16,Pulau Pinang,187
2021-05-16,Sabah,87
2021-05-16,Sarawak,405
2021-05-16,Selangor,1275
2021-05-16,Terengganu,58
2021-05-16,W.P. Kuala Lumpur,342
2021-05-16,W.P. Labuan,7
2021-05-16,W.P. Putrajaya,7
2021-05-17,Johor,391
2021-05-17,Kedah,236
2021-05-17,Kelantan,343
2021-05-17,Melaka,80
2021-05-17,Negeri Sembilan,243
2021-05-17,Pahang,139
2021-05-17,Perak,203
2021-05-17,Perlis,0
2021-05-17,Pulau Pinang,159
2021-05-17,Sabah,60
2021-05-17,Sarawak,433
2021-05-17,Selangor,1650
2021-05-17,Terengganu,201
2021-05-17,W.P. Kuala Lumpur,297
2021-05-17,W.P. Labuan,0
2021-05-17,W.P. Putrajaya,11
2021-05-18,Johor,407
2021-05-18,Kedah,244
2021-05-18,Kelantan,406
2021-05-18,Melaka,127
2021-05-18,Negeri Sembilan,149
2021-05-18,Pahang,152
2021-05-18,Perak,160
2021-05-18,Perlis,2
2021-05-18,Pulau Pinang,220
2021-05-18,Sabah,95
2021-05-18,Sarawak,512
2021-05-18,Selangor,1743
2021-05-18,Terengganu,156
2021-05-18,W.P. Kuala Lumpur,477
2021-05-18,W.P. Labuan,6
2021-05-18,W.P. Putrajaya,9
2021-05-19,Johor,699
2021-05-19,Kedah,445
2021-05-19,Kelantan,441
2021-05-19,Melaka,122
2021-05-19,Negeri Sembilan,189
2021-05-19,Pahang,150
2021-05-19,Perak,220
2021-05-19,Perlis,6
2021-05-19,Pulau Pinang,183
2021-05-19,Sabah,160
2021-05-19,Sarawak,323
2021-05-19,Selangor,2251
2021-05-19,Terengganu,203
2021-05-19,W.P. Kuala Lumpur,660
2021-05-19,W.P. Labuan,14
2021-05-19,W.P. Putrajaya,9
2021-05-20,Johor,615
2021-05-20,Kedah,417
2021-05-20,Kelantan,426
2021-05-20,Melaka,212
2021-05-20,Negeri Sembilan,291
2021-05-20,Pahang,157
2021-05-20,Perak,248
2021-05-20,Perlis,8
2021-05-20,Pulau Pinang,362
2021-05-20,Sabah,245
2021-05-20,Sarawak,608
2021-05-20,Selangor,2277
2021-05-20,Terengganu,233
2021-05-20,W.P. Kuala Lumpur,655
2021-05-20,W.P. Labuan,17
2021-05-20,W.P. Putrajaya,35
2021-05-21,Johor,406
2021-05-21,Kedah,434
2021-05-21,Kelantan,467
2021-05-21,Melaka,165
2021-05-21,Negeri Sembilan,370
2021-05-21,Pahang,161
2021-05-21,Perak,382
2021-05-21,Perlis,3
2021-05-21,Pulau Pinang,302
2021-05-21,Sabah,144
2021-05-21,Sarawak,612
2021-05-21,Selangor,2163
2021-05-21,Terengganu,139
2021-05-21,W.P. Kuala Lumpur,641
2021-05-21,W.P. Labuan,84
2021-05-21,W.P. Putrajaya,20
2021-05-22,Johor,477
2021-05-22,Kedah,301
2021-05-22,Kelantan,613
2021-05-22,Melaka,175
2021-05-22,Negeri Sembilan,396
2021-05-22,Pahang,227
2021-05-22,Perak,276
2021-05-22,Perlis,18
2021-05-22,Pulau Pinang,359
2021-05-22,Sabah,189
2021-05-22,Sarawak,749
2021-05-22,Selangor,1647
2021-05-22,Terengganu,185
2021-05-22,W.P. Kuala Lumpur,654
2021-05-22,W.P. Labuan,36
2021-05-22,W.P. Putrajaya,18
2021-05-23,Johor,549
2021-05-23,Kedah,422
2021-05-23,Kelantan,626
2021-05-23,Melaka,209
2021-05-23,Negeri Sembilan,434
2021-05-23,Pahang,263
2021-05-23,Perak,279
2021-05-23,Perlis,8
2021-05-23,Pulau Pinang,372
2021-05-23,Sabah,136
2021-05-23,Sarawak,663
2021-05-23,Selangor,2235
2021-05-23,Terengganu,266
2021-05-23,W.P. Kuala Lumpur,447
2021-05-23,W.P. Labuan,37
2021-05-23,W.P. Putrajaya,30
2021-05-24,Johor,468
2021-05-24,Kedah,348
2021-05-24,Kelantan,451
2021-05-24,Melaka,329
2021-05-24,Negeri Sembilan,329
2021-05-24,Pahang,257
2021-05-24,Perak,231
2021-05-24,Perlis,7
2021-05-24,Pulau Pinang,384
2021-05-24,Sabah,184
2021-05-24,Sarawak,530
2021-05-24,Selangor,2049
2021-05-24,Terengganu,263
2021-05-24,W.P. Kuala Lumpur,468
2021-05-24,W.P. Labuan,171
2021-05-24,W.P. Putrajaya,40
2021-05-25,Johor,664
2021-05-25,Kedah,336
2021-05-25,Kelantan,425
2021-05-25,Melaka,258
2021-05-25,Negeri Sembilan,410
2021-05-25,Pahang,211
2021-05-25,Perak,218
2021-05-25,Perlis,8
2021-05-25,Pulau Pinang,380
2021-05-25,Sabah,266
2021-05-25,Sarawak,513
2021-05-25,Selangor,2642
2021-05-25,Terengganu,268
2021-05-25,W.P. Kuala Lumpur,604
2021-05-25,W.P. Labuan,63
2021-05-25,W.P. Putrajaya,23
2021-05-26,Johor,587
2021-05-26,Kedah,542
2021-05-26,Kelantan,547
2021-05-26,Melaka,230
2021-05-26,Negeri Sembilan,370
2021-05-26,Pahang,171
2021-05-26,Perak,264
2021-05-26,Perlis,8
2021-05-26,Pulau Pinang,420
2021-05-26,Sabah,229
2021-05-26,Sarawak,640
2021-05-26,Selangor,2455
2021-05-26,Terengganu,177
2021-05-26,W.P. Kuala Lumpur,760
2021-05-26,W.P. Labuan,49
2021-05-26,W.P. Putrajaya,29
2021-05-27,Johor,549
2021-05-27,Kedah,441
2021-05-27,Kelantan,754
2021-05-27,Melaka,234
2021-05-27,Negeri Sembilan,353
2021-05-27,Pahang,238
2021-05-27,Perak,228
2021-05-27,Perlis,6
2021-05-27,Pulau Pinang,365
2021-05-27,Sabah,217
2021-05-27,Sarawak,772
2021-05-27,Selangor,2675
2021-05-27,Terengganu,282
2021-05-27,W.P. Kuala Lumpur,561
2021-05-27,W.P. Labuan,170
2021-05-27,W.P. Putrajaya,12
2021-05-28,Johor,762
2021-05-28,Kedah,544
2021-05-28,Kelantan,851
2021-05-28,Melaka,380
2021-05-28,Negeri Sembilan,520
2021-05-28,Pahang,254
2021-05-28,Perak,405
2021-05-28,Perlis,8
2021-05-28,Pulau Pinang,421
2021-05-28,Sabah,308
2021-05-28,Sarawak,698
2021-05-28,Selangor,2052
2021-05-28,Terengganu,207
2021-05-28,W.P. Kuala Lumpur,830
2021-05-28,W.P. Labuan,6
2021-05-28,W.P. Putrajaya,44
2021-05-29,Johor,468
2021-05-29,Kedah,468
2021-05-29,Kelantan,907
2021-05-29,Melaka,340
2021-05-29,Negeri Sembilan,898
2021-05-29,Pahang,216
2021-05-29,Perak,272
2021-05-29,Perlis,19
2021-05-29,Pulau Pinang,345
2021-05-29,Sabah,265
2021-05-29,Sarawak,726
2021-05-29,Selangor,2836
2021-05-29,Terengganu,189
2021-05-29,W.P. Kuala Lumpur,789
2021-05-29,W.P. Labuan,253
2021-05-29,W.P. Putrajaya,29
2021-05-30,Johor,433
2021-05-30,Kedah,422
2021-05-30,Kelantan,612
2021-05-30,Melaka,202
2021-05-30,Negeri Sembilan,468
2021-05-30,Pahang,239
2021-05-30,Perak,212
2021-05-30,Perlis,7
2021-05-30,Pulau Pinang,248
2021-05-30,Sabah,190
2021-05-30,Sarawak,513
2021-05-30,Selangor,2477
2021-05-30,Terengganu,214
2021-05-30,W.P. Kuala Lumpur,616
2021-05-30,W.P. Labuan,133
2021-05-30,W.P. Putrajaya,13
2021-05-31,Johor,489
2021-05-31,Kedah,464
2021-05-31,Kelantan,695
2021-05-31,Melaka,352
2021-05-31,Negeri Sembilan,253
2021-05-31,Pahang,219
2021-05-31,Perak,255
2021-05-31,Perlis,12
2021-05-31,Pulau Pinang,328
2021-05-31,Sabah,207
2021-05-31,Sarawak,654
2021-05-31,Selangor,2111
2021-05-31,Terengganu,204
2021-05-31,W.P. Kuala Lumpur,387
2021-05-31,W.P. Labuan,166
2021-05-31,W.P. Putrajaya,28
2021-06-03,Johor,139
2021-06-03,Kedah,11
2021-06-03,Kelantan,35
2021-06-03,Melaka,10
2021-06-03,Negeri Sembilan,89
2021-06-03,Pahang,17
2021-06-03,Perak,68
2021-06-03,Perlis,0
2021-06-03,Pulau Pinang,84
2021-06-03,Sabah,74
2021-06-03,Sarawak,221
2021-06-03,Selangor,826
2021-06-03,Terengganu,22
2021-06-03,W.P. Kuala Lumpur,81
2021-06-03,W.P. Labuan,1
2021-06-03,W.P. Putrajaya,2
2021-06-04,Johor,98
2021-06-04,Kedah,27
2021-06-04,Kelantan,126
2021-06-04,Melaka,7
2021-06-04,Negeri Sembilan,14
2021-06-04,Pahang,11
2021-06-04,Perak,61
2021-06-04,Perlis,0
2021-06-04,Pulau Pinang,110
2021-06-04,Sabah,112
2021-06-04,Sarawak,385
2021-06-04,Selangor,242
2021-06-04,Terengganu,9
2021-06-04,W.P. Kuala Lumpur,87
2021-06-04,W.P. Labuan,8
2021-06-04,W.P. Putrajaya,3
2021-06-05,Johor,258
2021-06-05,Kedah,112
2021-06-05,Kelantan,326
2021-06-05,Melaka,82
2021-06-05,Negeri Sembilan,85
2021-06-05,Pahang,97
2021-06-05,Perak,137
2021-06-05,Perlis,3
2021-06-05,Pulau Pinang,305
2021-06-05,Sabah,69
2021-06-05,Sarawak,391
2021-06-05,Selangor,1137
2021-06-05,Terengganu,58
2021-06-05,W.P. Kuala Lumpur,477
2021-06-05,W.P. Labuan,2
2021-06-05,W.P. Putrajaya,12
2021-06-06,Johor,565
2021-06-06,Kedah,125
2021-06-06,Kelantan,270
2021-06-06,Melaka,225
2021-06-06,Negeri Sembilan,556
2021-06-06,Pahang,155
2021-06-06,Perak,174
2021-06-06,Perlis,2
2021-06-06,Pulau Pinang,271
2021-06-06,Sabah,305
2021-06-06,Sarawak,600
2021-06-06,Selangor,2178
2021-06-06,Terengganu,158
2021-06-06,W.P. Kuala Lumpur,415
2021-06-06,W.P. Labuan,212
2021-06-06,W.P. Putrajaya,30
2021-06-07,Johor,313
2021-06-07,Kedah,337
2021-06-07,Kelantan,118
2021-06-07,Melaka,230
2021-06-07,Negeri Sembilan,698
2021-06-07,Pahang,180
2021-06-07,Perak,94
2021-06-07,Perlis,2
2021-06-07,Pulau Pinang,185
2021-06-07,Sabah,225
2021-06-07,Sarawak,286
2021-06-07,Selangor,3260
2021-06-07,Terengganu,61
2021-06-07,W.P. Kuala Lumpur,1550
2021-06-07,W.P. Labuan,82
2021-06-07,W.P. Putrajaya,33
2021-06-08,Johor,1275
2021-06-08,Kedah,1371
2021-06-08,Kelantan,938
2021-06-08,Melaka,491
2021-06-08,Negeri Sembilan,986
2021-06-08,Pahang,610
2021-06-08,Perak,624
2021-06-08,Perlis,9
2021-06-08,Pulau Pinang,776
2021-06-08,Sabah,1291
2021-06-08,Sarawak,652
2021-06-08,Selangor,8792
2021-06-08,Terengganu,460
2021-06-08,W.P. Kuala Lumpur,2483
2021-06-08,W.P. Labuan,9
2021-06-08,W.P. Putrajaya,122
2021-06-09,Johor,2101
2021-06-09,Kedah,1599
2021-06-09,Kelantan,1213
2021-06-09,Melaka,295
2021-06-09,Negeri Sembilan,193
2021-06-09,Pahang,463
2021-06-09,Perak,1082
2021-06-09,Perlis,38
2021-06-09,Pulau Pinang,1558
2021-06-09,Sabah,1844
2021-06-09,Sarawak,3714
2021-06-09,Selangor,2126
2021-06-09,Terengganu,700
2021-06-09,W.P. Kuala Lumpur,398
2021-06-09,W.P. Labuan,5
2021-06-09,W.P. Putrajaya,23
2021-06-13,Johor,363
2021-06-13,Kedah,301
2021-06-13,Kelantan,179
2021-06-13,Melaka,145
2021-06-13,Negeri Sembilan,331
2021-06-13,Pahang,78
2021-06-13,Perak,121
2021-06-13,Perlis,5
2021-06-13,Pulau Pinang,256
2021-06-13,Sabah,335
2021-06-13,Sarawak,544
2021-06-13,Selangor,1973
2021-06-13,Terengganu,46
2021-06-13,W.P. Kuala Lumpur,462
2021-06-13,W.P. Labuan,158
2021-06-13,W.P. Putrajaya,7
2021-06-14,Johor,430
2021-06-14,Kedah,199
2021-06-14,Kelantan,214
2021-06-14,Melaka,119
2021-06-14,Negeri Sembilan,323
2021-06-14,Pahang,61
2021-06-14,Perak,136
2021-06-14,Perlis,1
2021-06-14,Pulau Pinang,214
2021-06-14,Sabah,273
2021-06-14,Sarawak,744
2021-06-14,Selangor,1523
2021-06-14,Terengganu,86
2021-06-14,W.P. Kuala Lumpur,503
2021-06-14,W.P. Labuan,113
2021-06-14,W.P. Putrajaya,10
2021-06-15,Johor,366
2021-06-15,Kedah,252
2021-06-15,Kelantan,245
2021-06-15,Melaka,155
2021-06-15,Negeri Sembilan,396
2021-06-15,Pahang,32
2021-06-15,Perak,68
2021-06-15,Perlis,1
2021-06-15,Pulau Pinang,124
2021-06-15,Sabah,230
2021-06-15,Sarawak,718
2021-06-15,Selangor,1996
2021-06-15,Terengganu,43
2021-06-15,W.P. Kuala Lumpur,650
2021-06-15,W.P. Labuan,138
2021-06-15,W.P. Putrajaya,5
2021-06-16,Johor,392
2021-06-16,Kedah,228
2021-06-16,Kelantan,230
2021-06-16,Melaka,152
2021-06-16,Negeri Sembilan,607
2021-06-16,Pahang,57
2021-06-16,Perak,66
2021-06-16,Perlis,8
2021-06-16,Pulau Pinang,99
2021-06-16,Sabah,184
2021-06-16,Sarawak,570
2021-06-16,Selangor,1914
2021-06-16,Terengganu,56
2021-06-16,W.P. Kuala Lumpur,480
2021-06-16,W.P. Labuan,101
2021-06-16,W.P. Putrajaya,6
2021-06-17,Johor,449
2021-06-17,Kedah,197
2021-06-17,Kelantan,154
2021-06-17,Melaka,184
2021-06-17,Negeri Sembilan,1086
2021-06-17,Pahang,54
2021-06-17,Perak,30
2021-06-17,Perlis,0
2021-06-17,Pulau Pinang,97
2021-06-17,Sabah,248
2021-06-17,Sarawak,559
2021-06-17,Selangor,1858
2021-06-17,Terengganu,77
2021-06-17,W.P. Kuala Lumpur,641
2021-06-17,W.P. Labuan,97
2021-06-17,W.P. Putrajaya,7
2021-06-18,Johor,592
2021-06-18,Kedah,159
2021-06-18,Kelantan,200
2021-06-18,Melaka,223
2021-06-18,Negeri Sembilan,870
2021-06-18,Pahang,79
2021-06-18,Perak,357
2021-06-18,Perlis,2
2021-06-18,Pulau Pinang,122
2021-06-18,Sabah,199
2021-06-18,Sarawak,536
2021-06-18,Selangor,2095
2021-06-18,Terengganu,32
2021-06-18,W.P. Kuala Lumpur,816
2021-06-18,W.P. Labuan,152
2021-06-18,W.P. Putrajaya,6
2021-06-19,Johor,498
2021-06-19,Kedah,204
2021-06-19,Kelantan,223
2021-06-19,Melaka,134
2021-06-19,Negeri Sembilan,770
2021-06-19,Pahang,56
2021-06-19,Perak,245
2021-06-19,Perlis,0
2021-06-19,Pulau Pinang,167
2021-06-19,Sabah,201
2021-06-19,Sarawak,569
2021-06-19,Selangor,2111
2021-06-19,Terengganu,62
2021-06-19,W.P. Kuala Lumpur,483
2021-06-19,W.P. Labuan,185
2021-06-19,W.P. Putrajaya,3
2021-06-20,Johor,627
2021-06-20,Kedah,170
2021-06-20,Kelantan,167
2021-06-20,Melaka,183
2021-06-20,Negeri Sembilan,693
2021-06-20,Pahang,77
2021-06-20,Perak,205
2021-06-20,Perlis,2
2021-06-20,Pulau Pinang,114
2021-06-20,Sabah,163
2021-06-20,Sarawak,661
2021-06-20,Selangor,1680
2021-06-20,Terengganu,12
2021-06-20,W.P. Kuala Lumpur,379
2021-06-20,W.P. Labuan,156
2021-06-20,W.P. Putrajaya,4
2021-06-21,Johor,314
2021-06-21,Kedah,182
2021-06-21,Kelantan,219
2021-06-21,Melaka,205
2021-06-21,Negeri Sembilan,437
2021-06-21,Pahang,50
2021-06-21,Perak,453
2021-06-21,Perlis,0
2021-06-21,Pulau Pinang,84
2021-06-21,Sabah,166
2021-06-21,Sarawak,682
2021-06-21,Selangor,1346
2021-06-21,Terengganu,18
2021-06-21,W.P. Kuala Lumpur,310
2021-06-21,W.P. Labuan,130
2021-06-21,W.P. Putrajaya,15
2021-06-22,Johor,239
2021-06-22,Kedah,142
2021-06-22,Kelantan,165
2021-06-22,Melaka,167
2021-06-22,Negeri Sembilan,585
2021-06-22,Pahang,131
2021-06-22,Perak,68
2021-06-22,Perlis,2
2021-06-22,Pulau Pinang,195
2021-06-22,Sabah,193
2021-06-22,Sarawak,507
2021-06-22,Selangor,1566
2021-06-22,Terengganu,37
2021-06-22,W.P. Kuala Lumpur,635
2021-06-22,W.P. Labuan,104
2021-06-22,W.P. Putrajaya,7
2021-06-23,Johor,282
2021-06-23,Kedah,189
2021-06-23,Kelantan,81
2021-06-23,Melaka,180
2021-06-23,Negeri Sembilan,677
2021-06-23,Pahang,245
2021-06-23,Perak,75
2021-06-23,Perlis,1
2021-06-23,Pulau Pinang,159
2021-06-23,Sabah,129
2021-06-23,Sarawak,577
2021-06-23,Selangor,2001
2021-06-23,Terengganu,27
2021-06-23,W.P. Kuala Lumpur,531
2021-06-23,W.P. Labuan,77
2021-06-23,W.P. Putrajaya,13
2021-06-24,Johor,346
2021-06-24,Kedah,271
2021-06-24,Kelantan,135
2021-06-24,Melaka,247
2021-06-24,Negeri Sembilan,781
2021-06-24,Pahang,162
2021-06-24,Perak,120
2021-06-24,Perlis,5
2021-06-24,Pulau Pinang,108
2021-06-24,Sabah,203
2021-06-24,Sarawak,581
2021-06-24,Selangor,2072
2021-06-24,Terengganu,29
2021-06-24,W.P. Kuala Lumpur,552
2021-06-24,W.P. Labuan,212
2021-06-24,W.P. Putrajaya,17
2021-06-25,Johor,196
2021-06-25,Kedah,186
2021-06-25,Kelantan,98
2021-06-25,Melaka,223
2021-06-25,Negeri Sembilan,658
2021-06-25,Pahang,139
2021-06-25,Perak,72
2021-06-25,Perlis,0
2021-06-25,Pulau Pinang,270
2021-06-25,Sabah,156
2021-06-25,Sarawak,673
2021-06-25,Selangor,2187
2021-06-25,Terengganu,46
2021-06-25,W.P. Kuala Lumpur,771
2021-06-25,W.P. Labuan,123
2021-06-25,W.P. Putrajaya,14
2021-06-26,Johor,329
2021-06-26,Kedah,186
2021-06-26,Kelantan,103
2021-06-26,Melaka,355
2021-06-26,Negeri Sembilan,741
2021-06-26,Pahang,220
2021-06-26,Perak,137
2021-06-26,Perlis,4
2021-06-26,Pulau Pinang,160
2021-06-26,Sabah,189
2021-06-26,Sarawak,491
2021-06-26,Selangor,2108
2021-06-26,Terengganu,29
2021-06-26,W.P. Kuala Lumpur,628
2021-06-26,W.P. Labuan,99
2021-06-26,W.P. Putrajaya,24
2021-06-27,Johor,312
2021-06-27,Kedah,129
2021-06-27,Kelantan,133
2021-06-27,Melaka,380
2021-06-27,Negeri Sembilan,501
2021-06-27,Pahang,118
2021-06-27,Perak,229
2021-06-27,Perlis,0
2021-06-27,Pulau Pinang,138
2021-06-27,Sabah,190
2021-06-27,Sarawak,513
2021-06-27,Selangor,2212
2021-06-27,Terengganu,16
2021-06-27,W.P. Kuala Lumpur,628
