date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
25/7/2021,Melaka,1307,580,1173,6,84,90,9,38,47,614,36,578
25/7/2021,Negeri Sembilan,1749,1086,1658,8,142,150,8,116,124,931,8,464
25/7/2021,Pahang,2250,842,2182,18,56,74,10,40,50,516,34,729
25/7/2021,Perak,2728,497,2645,1,70,71,1,32,33,404,40,1504
25/7/2021,Perlis,487,87,471,9,1,10,5,0,5,27,14,214
25/7/2021,Pulau Pinang,1304,312,1232,2,31,33,0,32,32,251,2,718
25/7/2021,Sabah,3120,917,2954,32,142,174,15,26,41,579,105,1368
25/7/2021,Sarawak,4037,1279,3831,80,352,432,74,193,267,368,265,1823
25/7/2021,Selangor,6336,4030,5899,77,492,569,51,338,389,3663,287,1697
25/7/2021,Terengganu,1557,627,1501,7,39,46,7,20,27,197,16,815
25/7/2021,W.P. Kuala Lumpur,4634,1748,4414,0,177,177,5,150,155,1756,58,1731
25/7/2021,W.P. Labuan,122,106,99,6,8,14,1,4,5,29,11,72
25/7/2021,W.P. Putrajaya,385,112,359,2,32,34,2,23,25,132,14,184
26/7/2021,Johor,5160,1582,4973,115,186,301,111,165,276,1348,259,2789
26/7/2021,Kedah,2664,744,2539,4,128,132,0,59,59,859,18,1293
26/7/2021,Kelantan,2737,559,2593,8,84,92,15,66,81,424,19,1422
26/7/2021,Melaka,1307,580,1173,1,1,2,0,0,0,615,37,628
26/7/2021,Negeri Sembilan,1749,1086,1658,10,132,142,0,124,124,897,18,443
26/7/2021,Pahang,2250,842,2182,9,42,51,10,48,58,548,43,731
26/7/2021,Perak,2728,497,2645,0,70,70,0,43,43,417,38,1527
26/7/2021,Perlis,487,87,471,9,4,13,2,3,5,29,15,254
26/7/2021,Pulau Pinang,1546,336,1467,2,46,48,0,25,25,306,2,709
26/7/2021,Sabah,3261,964,3095,43,104,147,17,41,58,596,132,1432
26/7/2021,Sarawak,4037,1279,3831,71,194,265,46,242,288,367,281,1868
26/7/2021,Selangor,6336,4092,5891,96,543,639,56,359,415,3742,244,1718
26/7/2021,Terengganu,1557,627,1501,9,30,39,5,26,31,198,20,930
26/7/2021,W.P. Kuala Lumpur,4780,1764,4560,10,207,217,0,240,240,1750,64,1747
26/7/2021,W.P. Labuan,122,106,99,0,3,3,0,5,5,29,7,69
26/7/2021,W.P. Putrajaya,385,112,359,6,19,25,9,29,38,122,11,188
27/7/2021,Johor,5160,1598,4973,161,220,381,98,193,291,1353,274,2902
27/7/2021,Kedah,2664,744,2539,8,138,146,0,77,77,859,13,1254
27/7/2021,Kelantan,2737,559,2593,16,78,94,19,80,99,416,16,1472
27/7/2021,Melaka,1307,580,1173,28,79,107,9,48,57,602,45,516
27/7/2021,Negeri Sembilan,1749,1086,1662,12,139,151,11,148,159,909,19,415
27/7/2021,Pahang,2250,842,2182,7,57,64,10,51,61,509,42,791
27/7/2021,Perak,2728,547,2628,2,62,64,4,42,46,453,0,1588
27/7/2021,Perlis,487,87,471,6,3,9,1,0,1,24,13,270
27/7/2021,Pulau Pinang,1546,336,1467,1,50,51,0,30,30,284,0,977
27/7/2021,Sabah,3261,964,3095,30,122,152,21,54,75,605,89,1532
27/7/2021,Sarawak,4037,1279,3831,92,190,282,81,373,454,376,278,1913
27/7/2021,Selangor,6336,4169,5935,57,684,741,54,437,491,3793,251,1570
27/7/2021,Terengganu,1557,653,1501,10,45,55,3,23,26,217,27,852
27/7/2021,W.P. Kuala Lumpur,4780,1850,4554,5,277,282,5,169,174,1825,67,1075
27/7/2021,W.P. Labuan,122,106,99,0,0,0,1,4,5,21,3,70
27/7/2021,W.P. Putrajaya,385,112,359,15,33,48,4,28,32,129,22,173
28/7/2021,Johor,5160,1600,4973,112,256,368,98,172,270,1407,263,2922
28/7/2021,Kedah,2664,974,2539,9,124,133,1,58,59,915,18,1328
28/7/2021,Kelantan,2737,559,2593,16,85,101,11,71,82,429,21,1459
28/7/2021,Melaka,1307,580,1173,1,1,2,0,0,0,603,46,530
28/7/2021,Negeri Sembilan,1749,1086,1660,9,143,152,14,124,138,911,13,272
28/7/2021,Pahang,2250,842,2182,20,66,86,9,71,80,505,52,731
28/7/2021,Perak,2728,581,2628,0,62,62,1,44,45,445,0,1625
28/7/2021,Perlis,487,87,471,7,3,10,1,5,6,26,13,264
28/7/2021,Pulau Pinang,1546,360,1465,2,45,47,0,24,24,321,2,992
28/7/2021,Sabah,3261,964,3095,35,145,180,29,52,81,630,85,1604
28/7/2021,Sarawak,4037,1279,3831,82,160,242,65,218,283,373,262,1933
28/7/2021,Selangor,6336,4271,5935,96,581,677,116,409,525,3703,244,1635
28/7/2021,Terengganu,1557,653,1501,14,48,62,5,22,27,240,34,864
28/7/2021,W.P. Kuala Lumpur,4780,1850,4554,12,180,192,1,193,194,1810,146,1323
28/7/2021,W.P. Labuan,122,106,99,0,0,0,0,1,1,21,3,74
28/7/2021,W.P. Putrajaya,385,112,359,10,21,31,3,29,32,121,29,178
29/7/2021,Johor,5160,1600,4973,165,241,406,129,169,298,1462,313,2777
29/7/2021,Kedah,2664,974,2539,3,133,136,0,50,50,931,9,1298
29/7/2021,Kelantan,2737,559,2593,21,75,96,19,64,83,438,23,1414
29/7/2021,Melaka,1307,580,1173,16,81,97,4,65,69,614,60,550
29/7/2021,Negeri Sembilan,1749,1086,1660,2,111,113,8,85,93,912,1,529
29/7/2021,Pahang,2250,842,2182,11,71,82,15,60,75,512,48,825
29/7/2021,Perak,2728,581,2628,2,50,52,0,49,49,432,0,1620
29/7/2021,Perlis,487,87,471,3,7,10,2,0,2,33,14,294
29/7/2021,Pulau Pinang,1546,360,1459,2,44,46,0,27,27,298,1,791
29/7/2021,Sabah,3261,964,3095,24,74,98,21,29,50,672,79,1598
29/7/2021,Sarawak,4037,1279,3831,68,232,300,59,228,287,379,245,1894
29/7/2021,Selangor,6336,4242,5935,81,523,604,63,516,579,3862,233,1553
29/7/2021,Terengganu,1557,663,1501,13,51,64,14,22,36,263,34,836
29/7/2021,W.P. Kuala Lumpur,4780,1932,4554,10,292,302,7,214,221,1864,68,1098
29/7/2021,W.P. Labuan,122,106,99,1,0,1,1,2,3,18,3,79
29/7/2021,W.P. Putrajaya,385,112,359,9,45,54,14,27,41,139,22,171
30/7/2021,Johor,5160,1600,4973,148,236,384,90,174,264,1501,318,2662
30/7/2021,Kedah,2664,974,2532,9,122,131,1,60,61,939,9,1238
30/7/2021,Kelantan,2737,559,2593,25,78,103,12,54,66,432,36,1151
30/7/2021,Melaka,1307,580,1171,17,61,78,10,42,52,633,47,505
30/7/2021,Negeri Sembilan,1749,1084,1660,6,138,144,0,108,108,952,11,482
30/7/2021,Pahang,2250,842,2161,18,64,82,14,67,81,502,51,759
30/7/2021,Perak,2728,581,2621,0,66,66,0,48,48,411,33,1581
30/7/2021,Perlis,487,87,471,2,5,7,1,1,2,34,7,304
30/7/2021,Pulau Pinang,1546,360,1459,3,52,55,0,29,29,332,3,759
30/7/2021,Sabah,3261,982,3073,39,93,132,14,41,55,730,103,1524
30/7/2021,Sarawak,4037,1279,3831,68,204,272,49,218,267,371,239,1882
30/7/2021,Selangor,6336,4494,5943,48,748,796,69,521,590,3862,243,1651
30/7/2021,Terengganu,1557,663,1501,16,40,56,13,34,47,263,39,721
30/7/2021,W.P. Kuala Lumpur,4780,1932,4550,14,262,276,6,217,223,1808,92,1294
30/7/2021,W.P. Labuan,122,106,99,0,0,0,1,2,3,13,2,93
30/7/2021,W.P. Putrajaya,385,112,359,7,29,36,5,32,37,136,27,176
31/7/2021,Johor,5160,1600,4973,132,222,354,97,180,277,1524,295,2723
31/7/2021,Kedah,2664,974,2532,24,145,169,0,44,44,1014,28,1216
31/7/2021,Kelantan,2704,580,2560,15,86,101,14,39,53,479,35,1271
31/7/2021,Melaka,1307,580,1171,10,82,92,12,48,60,658,61,510
31/7/2021,Negeri Sembilan,1749,1084,1660,0,156,156,1,94,95,987,10,472
31/7/2021,Pahang,2250,842,2161,17,49,66,13,48,61,763,56,759
31/7/2021,Perak,2797,650,2686,4,77,81,0,65,65,448,31,1533
31/7/2021,Perlis,487,87,471,4,4,8,0,1,1,37,13,301
31/7/2021,Pulau Pinang,1560,388,1473,2,47,49,0,42,42,358,2,743
31/7/2021,Sabah,3261,998,3073,31,112,143,28,44,72,759,99,1440
31/7/2021,Sarawak,4037,1279,3831,60,205,265,77,180,257,371,230,1806
31/7/2021,Selangor,6336,4432,5943,71,712,783,46,407,453,3833,165,1476
31/7/2021,Terengganu,1557,663,1501,9,42,51,14,21,35,277,36,711
31/7/2021,W.P. Kuala Lumpur,4780,1932,4550,8,213,221,9,195,204,1843,124,1304
31/7/2021,W.P. Labuan,122,106,99,0,1,1,0,1,1,11,2,61
31/7/2021,W.P. Putrajaya,385,112,359,11,36,47,10,34,44,138,31,175
1/8/2021,Johor,5160,1662,4973,106,253,359,84,190,274,1562,291,2652
1/8/2021,Kedah,2664,1044,2532,9,113,122,0,60,60,998,14,1233
1/8/2021,Kelantan,2704,580,2560,28,73,101,9,70,79,476,54,1316
1/8/2021,Melaka,1307,580,1171,2,51,53,26,52,78,657,37,460
1/8/2021,Negeri Sembilan,1749,1084,1660,1,114,115,10,115,125,951,5,469
1/8/2021,Pahang,2250,842,2161,14,81,95,19,49,68,517,49,758
1/8/2021,Perak,2797,650,2686,2,91,93,0,43,43,477,50,1471
1/8/2021,Perlis,487,87,471,7,5,12,1,7,8,37,13,313
1/8/2021,Pulau Pinang,1560,388,1473,2,50,52,0,34,34,376,2,942
1/8/2021,Sabah,3261,998,3073,31,71,102,24,66,90,762,109,1392
1/8/2021,Sarawak,4037,1279,3831,56,224,280,49,157,206,378,227,1792
1/8/2021,Selangor,6336,4388,5943,50,724,774,28,439,467,4025,217,1467
1/8/2021,Terengganu,1557,663,1501,4,42,46,7,36,43,280,33,775
1/8/2021,W.P. Kuala Lumpur,4780,1977,4550,2,183,185,0,144,144,1849,64,1276
1/8/2021,W.P. Labuan,122,106,99,0,1,1,0,0,0,11,2,59
1/8/2021,W.P. Putrajaya,385,112,359,8,37,45,7,21,28,154,30,181
2/8/2021,Johor,5160,1710,4973,136,195,331,100,180,280,1569,272,2645
2/8/2021,Kedah,2664,1044,2532,0,117,117,0,71,71,1004,6,1223
2/8/2021,Kelantan,2704,580,2560,20,96,116,26,89,115,475,48,1379
2/8/2021,Melaka,1307,580,1171,18,173,191,3,114,117,671,43,439
2/8/2021,Negeri Sembilan,1749,1084,1660,5,86,91,1,132,133,911,8,486
2/8/2021,Pahang,2250,842,2160,26,55,81,94,55,149,512,47,673
2/8/2021,Perak,2797,660,2686,2,85,87,0,54,54,525,27,1555
2/8/2021,Perlis,487,87,471,9,6,15,1,2,3,41,18,324
2/8/2021,Pulau Pinang,1560,426,1473,2,48,50,0,35,35,382,2,744
2/8/2021,Sabah,3261,1018,3073,44,144,188,21,58,79,781,140,1109
2/8/2021,Sarawak,4037,1279,3831,105,260,365,65,352,417,391,232,1814
2/8/2021,Selangor,6336,4426,5943,43,572,615,25,369,394,4079,163,1364
2/8/2021,Terengganu,1557,663,1501,14,41,55,8,42,50,275,39,11
2/8/2021,W.P. Kuala Lumpur,4780,1977,4550,3,229,232,3,158,161,1866,73,1289
2/8/2021,W.P. Labuan,122,106,99,0,3,3,0,1,1,11,2,1
2/8/2021,W.P. Putrajaya,385,112,359,6,30,36,7,41,48,143,29,177
3/8/2021,Johor,5160,1710,4973,131,258,389,89,188,277,1611,294,2654
3/8/2021,Kedah,2664,1044,2532,7,129,136,0,68,68,1029,8,1147
3/8/2021,Kelantan,2704,580,2560,19,79,98,29,73,102,482,38,1416
3/8/2021,Melaka,1307,605,1171,22,123,145,6,111,117,681,58,578
3/8/2021,Negeri Sembilan,1749,1084,1660,12,138,150,2,120,122,916,16,479
3/8/2021,Pahang,2250,842,2156,15,80,95,21,50,71,532,45,802
3/8/2021,Perak,2797,660,2684,4,111,115,5,62,67,523,27,1565
3/8/2021,Perlis,487,87,468,11,1,12,4,3,7,40,20,290
3/8/2021,Pulau Pinang,1560,426,1473,0,0,0,0,0,0,0,0,20
3/8/2021,Sabah,3338,1202,3150,39,163,202,39,59,98,832,137,1342
3/8/2021,Sarawak,4037,1279,3831,71,176,247,72,220,292,393,186,1909
3/8/2021,Selangor,6336,4426,5925,55,646,701,54,613,667,4131,176,1327
3/8/2021,Terengganu,1557,663,1501,7,41,48,14,31,45,277,36,840
3/8/2021,W.P. Kuala Lumpur,4780,2046,4550,5,231,236,0,199,199,1856,84,1076
3/8/2021,W.P. Labuan,122,106,99,1,0,1,0,0,0,8,3,50
3/8/2021,W.P. Putrajaya,385,112,359,5,31,36,2,24,26,150,30,180
4/8/2021,Johor,5160,1779,4973,163,279,442,128,236,364,1627,282,2626
4/8/2021,Kedah,2664,1044,2532,6,113,119,0,60,60,1070,10,1016
4/8/2021,Kelantan,2704,580,2560,26,99,125,15,60,75,518,48,1389
4/8/2021,Melaka,1307,605,1171,16,159,175,5,110,115,627,56,501
4/8/2021,Negeri Sembilan,1749,1084,1660,6,106,112,1,126,127,879,20,233
4/8/2021,Pahang,2250,842,2156,13,74,87,16,81,97,521,44,818
4/8/2021,Perak,2819,708,2706,0,100,100,1,54,55,574,0,1616
4/8/2021,Perlis,487,87,468,7,9,16,2,2,4,44,16,292
4/8/2021,Pulau Pinang,1560,426,1467,3,47,50,0,35,35,380,3,937
4/8/2021,Sabah,3338,1202,3150,34,175,209,26,64,90,877,124,1414
4/8/2021,Sarawak,4037,1279,3831,108,300,408,75,173,248,384,230,1891
4/8/2021,Selangor,6336,4426,5925,57,701,758,51,460,511,4178,174,1299
4/8/2021,Terengganu,1557,663,1501,9,47,56,8,39,47,283,32,804
4/8/2021,W.P. Kuala Lumpur,4780,2046,4550,7,181,188,3,203,206,1852,95,1076
4/8/2021,W.P. Labuan,122,106,99,0,1,1,1,0,1,9,1,59
4/8/2021,W.P. Putrajaya,385,112,359,7,29,36,13,30,43,149,23,166
5/8/2021,Johor,5160,1779,4973,177,238,415,112,208,320,1624,313,2564
5/8/2021,Kedah,2664,1044,2532,10,125,135,1,80,81,1067,14,1241
5/8/2021,Kelantan,2704,580,2560,31,109,140,21,86,107,535,57,1343
5/8/2021,Melaka,1307,605,1171,27,116,143,8,100,108,643,38,463
5/8/2021,Negeri Sembilan,1749,1084,1660,3,125,128,1,123,124,854,8,482
5/8/2021,Pahang,2250,842,2156,15,68,83,10,87,97,502,49,837
5/8/2021,Perak,2819,708,2706,3,98,101,0,73,73,588,0,1605
5/8/2021,Perlis,487,93,468,13,1,14,2,4,6,40,23,281
5/8/2021,Pulau Pinang,1560,426,1467,3,56,59,0,41,41,412,3,946
5/8/2021,Sabah,3338,1250,3149,36,141,177,36,72,108,888,124,1377
5/8/2021,Sarawak,4037,1279,3831,83,159,242,104,253,357,372,193,1974
5/8/2021,Selangor,6336,4627,5929,82,527,609,38,468,506,4095,241,1212
5/8/2021,Terengganu,1557,663,1501,20,47,67,15,38,53,288,24,743
5/8/2021,W.P. Kuala Lumpur,4780,2046,4550,10,307,317,7,212,219,1905,74,1105
5/8/2021,W.P. Labuan,122,106,99,0,0,0,0,0,0,7,1,68
5/8/2021,W.P. Putrajaya,385,112,359,5,27,32,4,34,38,142,14,183
6/8/2021,Johor,5160,1779,4973,171,289,460,139,216,355,1685,287,2439
6/8/2021,Kedah,2664,1044,2532,10,181,191,0,84,84,1084,16,1191
6/8/2021,Kelantan,2773,677,2629,17,114,131,30,129,159,518,45,1238
6/8/2021,Melaka,1307,605,1171,27,108,135,15,113,128,638,62,435
6/8/2021,Negeri Sembilan,1749,1084,1660,11,95,106,2,118,120,786,16,465
6/8/2021,Pahang,2250,842,2156,8,49,57,11,55,66,491,47,824
6/8/2021,Perak,2819,708,2706,3,119,122,0,69,69,614,0,1553
6/8/2021,Perlis,487,93,468,12,5,17,0,3,3,42,21,281
6/8/2021,Pulau Pinang,1560,426,1467,3,56,59,0,41,41,397,3,982
6/8/2021,Sabah,3475,1294,3286,58,181,239,33,58,91,919,162,1250
6/8/2021,Sarawak,4037,1279,3831,82,496,578,94,386,480,378,183,1968
6/8/2021,Selangor,6336,4627,5929,55,652,707,53,519,572,4128,204,1525
6/8/2021,Terengganu,1557,663,1501,18,50,68,8,20,28,321,46,770
6/8/2021,W.P. Kuala Lumpur,4780,2046,4550,10,248,258,5,236,241,1882,65,1099
6/8/2021,W.P. Labuan,122,106,99,1,2,3,0,0,0,6,2,77
6/8/2021,W.P. Putrajaya,385,140,359,6,50,56,12,32,44,160,17,179
7/8/2021,Johor,5160,1779,4973,118,204,322,110,165,275,1678,253,2474
7/8/2021,Kedah,2664,1044,2532,8,129,137,0,60,60,1111,22,1228
7/8/2021,Kelantan,2773,692,2625,12,139,151,22,72,94,574,35,1225
7/8/2021,Melaka,1307,605,1171,48,120,168,9,64,73,640,41,471
7/8/2021,Negeri Sembilan,1749,1084,1660,1,127,128,3,148,151,744,16,474
7/8/2021,Pahang,2250,842,2156,15,59,74,24,66,90,563,40,720
7/8/2021,Perak,2819,708,2707,6,106,112,5,81,86,570,31,1462
7/8/2021,Perlis,487,93,468,7,12,19,1,4,5,49,21,273
7/8/2021,Pulau Pinang,1560,426,1467,2,55,57,0,49,49,387,2,977
7/8/2021,Sabah,3475,1294,3286,25,110,135,27,76,103,953,142,1377
7/8/2021,Sarawak,4037,1279,3831,115,235,350,82,232,314,346,183,1923
7/8/2021,Selangor,6336,4631,5929,62,638,700,45,563,608,4106,158,1341
7/8/2021,Terengganu,1557,663,1501,20,43,63,20,30,50,328,47,783
7/8/2021,W.P. Kuala Lumpur,4780,2046,4548,4,259,263,6,223,229,1869,54,1025
7/8/2021,W.P. Labuan,122,106,99,0,3,3,1,0,1,7,1,72
7/8/2021,W.P. Putrajaya,385,140,359,7,10,17,4,24,28,146,20,167
8/8/2021,Johor,5160,1779,4973,142,233,375,89,184,273,1748,271,2494
8/8/2021,Kedah,2664,1044,2532,14,85,99,1,49,50,1131,17,1234
8/8/2021,Kelantan,2773,710,2625,15,133,148,12,77,89,626,37,1301
8/8/2021,Melaka,1307,605,1171,18,110,128,10,87,97,645,52,489
8/8/2021,Negeri Sembilan,1749,1084,1660,6,108,114,9,103,112,752,5,469
8/8/2021,Pahang,2250,842,2156,14,75,89,19,40,59,503,36,707
8/8/2021,Perak,2819,708,2707,3,102,105,2,57,59,619,0,1397
8/8/2021,Perlis,487,93,468,12,3,15,0,4,4,48,24,4
8/8/2021,Pulau Pinang,1560,460,1467,1,52,53,0,41,41,374,0,918
8/8/2021,Sabah,3475,1294,3286,25,72,97,30,53,83,940,138,1444
8/8/2021,Sarawak,4037,1279,3831,65,211,276,60,196,256,323,193,1967
8/8/2021,Selangor,6336,4626,5929,76,613,689,27,374,401,4218,237,1284
8/8/2021,Terengganu,1557,663,1501,14,49,63,15,54,69,317,44,769
8/8/2021,W.P. Kuala Lumpur,4780,2046,4531,6,233,239,1,180,181,1881,86,1274
8/8/2021,W.P. Labuan,122,106,99,0,0,0,0,0,0,5,0,75
8/8/2021,W.P. Putrajaya,385,140,359,4,25,29,2,20,22,151,22,161
9/8/2021,Johor,5160,1779,4973,167,284,451,91,222,313,1768,314,2471
9/8/2021,Kedah,2664,1044,2524,15,136,151,0,88,88,1135,17,691
9/8/2021,Kelantan,2773,710,2625,16,128,144,9,90,99,655,46,1282
9/8/2021,Melaka,1307,605,1171,8,80,88,7,64,71,595,31,489
9/8/2021,Negeri Sembilan,1749,1084,1660,3,87,90,6,120,126,667,6,487
9/8/2021,Pahang,2250,842,2156,15,64,79,7,61,68,497,45,832
9/8/2021,Perak,2819,764,2707,5,112,117,2,37,39,612,32,1488
9/8/2021,Perlis,487,101,468,20,9,29,0,3,3,54,33,236
9/8/2021,Pulau Pinang,1560,488,1467,0,68,68,0,44,44,420,0,903
9/8/2021,Sabah,3547,1342,3358,29,102,131,25,84,109,922,132,1441
9/8/2021,Sarawak,4037,1279,3831,77,223,300,67,212,279,368,168,1815
9/8/2021,Selangor,6336,4629,5929,73,518,591,51,420,471,4054,191,1455
9/8/2021,Terengganu,1557,663,1501,11,62,73,15,62,77,310,41,836
9/8/2021,W.P. Kuala Lumpur,4780,2058,4531,5,170,175,0,183,183,1854,102,1224
9/8/2021,W.P. Labuan,122,106,99,0,0,0,0,0,0,5,0,75
9/8/2021,W.P. Putrajaya,385,140,359,0,33,33,2,30,32,154,20,178
10/8/2021,Johor,5160,1818,4973,173,276,449,85,208,293,1787,311,2400
10/8/2021,Kedah,2664,1044,2524,2,123,125,0,92,92,1127,12,1214
10/8/2021,Kelantan,2773,812,2625,24,127,151,19,92,111,678,54,1285
10/8/2021,Melaka,1307,605,1171,15,75,90,8,78,86,582,38,507
10/8/2021,Negeri Sembilan,1749,1084,1660,5,98,103,4,67,71,683,7,471
10/8/2021,Pahang,2250,842,2156,14,71,85,15,88,103,478,53,777
10/8/2021,Perak,2819,764,2707,8,128,136,2,90,92,645,0,1485
10/8/2021,Perlis,487,101,468,9,14,23,1,5,6,60,31,255
10/8/2021,Pulau Pinang,1560,488,1467,2,106,108,0,34,34,478,2,855
10/8/2021,Sabah,3547,1339,3350,47,157,204,41,87,128,941,157,1340
10/8/2021,Sarawak,3997,1279,3791,88,403,491,50,280,330,381,186,1874
10/8/2021,Selangor,6336,4629,5929,77,720,797,51,410,461,3961,238,1142
10/8/2021,Terengganu,1557,663,1501,9,51,60,17,35,52,317,29,795
10/8/2021,W.P. Kuala Lumpur,4780,2066,4531,5,224,229,5,229,234,1897,110,1253
10/8/2021,W.P. Labuan,122,106,99,0,2,2,0,1,1,5,0,77
10/8/2021,W.P. Putrajaya,385,140,359,6,20,26,10,25,35,149,16,148
11/8/2021,Johor,5160,1818,4973,147,288,435,96,184,280,1867,266,2689
11/8/2021,Kedah,2664,1044,2524,10,137,147,0,69,69,1150,13,1242
11/8/2021,Kelantan,2824,812,2676,16,124,140,9,108,117,680,58,1308
11/8/2021,Melaka,1307,605,1171,25,84,109,9,67,76,641,76,458
11/8/2021,Negeri Sembilan,1749,1084,1660,4,86,90,1,96,97,625,10,489
11/8/2021,Pahang,2250,842,2156,18,87,105,12,57,69,503,49,804
11/8/2021,Perak,2819,764,2707,7,130,137,3,69,72,653,33,1498
11/8/2021,Perlis,487,101,468,9,5,14,2,3,5,62,38,249
11/8/2021,Pulau Pinang,1560,488,1467,0,70,70,0,44,44,441,12,894
11/8/2021,Sabah,3547,1342,3350,28,172,200,13,60,73,945,182,1279
11/8/2021,Sarawak,4037,1279,3831,99,291,390,51,255,306,391,170,2038
11/8/2021,Selangor,6302,4703,5895,60,673,733,32,534,566,4108,237,1417
11/8/2021,Terengganu,1557,663,1501,20,51,71,18,64,82,301,33,803
11/8/2021,W.P. Kuala Lumpur,4780,2066,4531,5,262,267,3,181,184,1859,117,1293
11/8/2021,W.P. Labuan,122,106,99,1,0,1,0,1,1,4,1,78
11/8/2021,W.P. Putrajaya,385,140,359,6,13,19,3,27,30,135,19,154
12/8/2021,Johor,5160,1852,4973,144,273,417,61,242,303,1860,326,2443
12/8/2021,Kedah,2664,1101,2524,9,176,185,0,117,117,1139,20,1220
12/8/2021,Kelantan,2824,812,2676,12,123,135,15,111,126,680,55,1324
12/8/2021,Melaka,1315,573,1179,16,68,84,9,22,31,577,63,522
12/8/2021,Negeri Sembilan,1749,1084,1660,3,96,99,6,83,89,631,8,510
12/8/2021,Pahang,2245,853,2151,15,56,71,15,60,75,491,49,841
12/8/2021,Perak,2819,790,2707,6,113,119,2,90,92,635,28,1510
12/8/2021,Perlis,487,129,468,14,15,29,0,2,2,67,41,276
12/8/2021,Pulau Pinang,1560,488,1467,9,86,95,0,45,45,450,10,955
12/8/2021,Sabah,3551,1346,3352,40,139,179,34,70,104,875,145,1223
12/8/2021,Sarawak,4037,1268,3831,71,310,381,69,283,352,389,142,2077
12/8/2021,Selangor,6302,4703,5895,112,614,726,52,313,365,4094,276,1388
12/8/2021,Terengganu,1557,663,1501,15,37,52,8,38,46,294,38,875
12/8/2021,W.P. Kuala Lumpur,4780,2066,4529,3,240,243,1,187,188,1831,106,1347
12/8/2021,W.P. Labuan,122,106,99,1,3,4,0,0,0,7,2,89
12/8/2021,W.P. Putrajaya,385,140,359,24,21,45,21,0,21,122,21,162
13/8/2021,Johor,5160,2038,4973,103,320,423,97,248,345,1925,241,2342
13/8/2021,Kedah,2664,1101,2524,12,159,171,7,131,138,1143,17,1197
13/8/2021,Kelantan,2824,812,2676,13,128,141,19,94,113,693,48,1433
13/8/2021,Melaka,1315,580,1179,19,89,108,6,69,75,692,81,489
13/8/2021,Negeri Sembilan,1749,1084,1652,22,90,112,3,94,97,682,45,745
13/8/2021,Pahang,2135,835,2043,14,61,75,3,39,42,428,42,824
13/8/2021,Perak,3277,985,3165,7,175,182,1,113,114,846,31,1514
13/8/2021,Perlis,487,129,468,16,16,32,0,4,4,80,36,265
13/8/2021,Pulau Pinang,1572,580,1471,2,88,90,0,46,46,494,11,902
13/8/2021,Sabah,3551,1346,3352,38,138,176,21,64,85,974,144,1330
13/8/2021,Sarawak,4055,1075,3849,109,224,333,59,306,365,387,145,2050
13/8/2021,Selangor,6302,4692,5895,82,587,669,68,541,609,3944,282,1435
13/8/2021,Terengganu,1557,663,1492,15,45,60,5,43,48,292,36,844
13/8/2021,W.P. Kuala Lumpur,4780,2066,4529,5,233,238,3,244,247,1744,111,1077
13/8/2021,W.P. Labuan,122,106,99,0,2,2,0,0,0,9,0,79
13/8/2021,W.P. Putrajaya,609,170,575,16,25,41,16,25,41,123,22,192
14/8/2021,Johor,5160,2038,4973,88,290,378,44,158,202,2062,244,1663
14/8/2021,Kedah,2664,1101,2524,8,123,131,1,48,49,1115,17,1199
14/8/2021,Kelantan,2824,812,2676,15,134,149,13,108,121,714,54,1157
14/8/2021,Melaka,1315,580,1179,22,74,96,11,71,82,673,104,537
14/8/2021,Negeri Sembilan,1749,1084,1652,13,92,105,8,116,124,606,32,724
14/8/2021,Pahang,2135,835,2043,14,42,56,2,38,40,485,39,910
14/8/2021,Perak,3277,1013,3165,8,147,155,8,98,106,800,30,1504
14/8/2021,Perlis,487,129,468,16,14,30,0,1,1,92,41,270
14/8/2021,Pulau Pinang,1985,644,1867,11,123,134,4,60,64,534,15,1157
14/8/2021,Sabah,3551,1347,3350,47,181,228,33,87,120,897,188,1357
14/8/2021,Sarawak,4055,1086,3849,57,77,134,48,283,331,295,129,2007
14/8/2021,Selangor,6302,4692,5895,83,614,697,60,424,484,4172,303,1319
14/8/2021,Terengganu,1557,663,1492,11,40,51,10,31,41,291,35,814
14/8/2021,W.P. Kuala Lumpur,4780,2066,4529,6,175,181,6,252,258,1611,77,1024
14/8/2021,W.P. Labuan,122,106,99,1,10,11,0,1,1,9,1,77
14/8/2021,W.P. Putrajaya,609,170,575,15,27,42,9,30,39,114,33,174
15/8/2021,Johor,5160,2189,5000,87,280,367,75,205,280,2066,234,2369
15/8/2021,Kedah,2664,1101,2524,14,127,141,2,98,100,1182,19,1190
15/8/2021,Kelantan,2824,812,2676,13,125,138,11,96,107,709,56,1356
15/8/2021,Melaka,1315,580,1179,31,96,127,21,62,83,641,66,539
15/8/2021,Negeri Sembilan,1749,1084,1652,15,75,90,8,28,36,586,31,724
15/8/2021,Pahang,2135,835,2043,14,66,80,6,42,48,485,31,924
15/8/2021,Perak,3277,1013,3165,7,159,166,9,63,72,838,35,1490
15/8/2021,Perlis,487,129,468,18,15,33,11,7,18,86,33,288
15/8/2021,Pulau Pinang,1985,644,1867,11,71,82,3,63,66,600,16,1084
15/8/2021,Sabah,3551,1347,3358,53,182,235,36,73,109,978,179,1311
